sentence1	sentence2	gold_label
A man acting silly with something at a party.	A man is using a pole.	neutral
A little boy in a red jacket plays on a jungle gym at recess from school. 	A boy is enjoy his recess from school.	entailment
A little boy in a red jacket studies a poem about jungle gym in class.	A boy is enjoy his recess from school.	contradiction
A little monkey riding on a man's shoulders.	A girl rides a man's shoulders.	contradiction
A child riding on a man's shoulders.	A girl rides a man's shoulders.	neutral
A pair of people parasailing on a lake on a sunny day.	Two people are parasailing on a lake.	entailment
A pair of people reading in a park on a sunny day.	Two people are parasailing on a lake.	contradiction
Three cards from a game of Go fish in the foreground including the joker, with a young boy holding more playing cards in the background.	Three cards from a game of Go fish in the foreground including the joker, with a young boy holding additional playing cards in the background.	entailment
Many cards from a game of Go fish in the foreground including the joker, with a young boy holding additional playing cards in the background.	Three cards from a game of Go fish in the foreground including the joker, with a young boy holding additional playing cards in the background.	neutral
People stand outside of a mall store.	People are at a shopping mall.	entailment
People stand outside of a store.	People are at a shopping mall.	neutral
A Jewish man wearing glasses and button up long blue shirt getting cards on the table.	The man is getting something sweet.	contradiction
A Jewish man wearing glasses and button up long blue shirt getting food on the table	The man is getting something sweet.	neutral
A brown dog is laying by a tree.	A brown dog is laying on the ground.	entailment
A brown dog is by a tree.	A brown dog is laying on the ground.	neutral
A person walks down the street in a blur of motion.	two people are walking	contradiction
Two people in motion on the street in a blur of motion.	two people are walking	neutral
A woman using a whisk to blend the salad dressing in a measuring cup.	The woman prepares eggs for an omelet.	contradiction
A woman using a whisk to blend the eggs before making an omelet.	The woman prepares eggs for an omelet.	entailment
A mature woman is holding a bouquet of pink paper flowers while two men look on from the front porch.	Two men watch a woman holding tissue paper flowers.	neutral
A woman is holding a bouquet of red roses that her boyfriend left on her porch. 	Two men watch a woman holding tissue paper flowers.	contradiction
The girl is wearing a white shirt with pink skirt and she is standing in a house.	The girl is outside of her home.	contradiction
The girl is wearing a white shirt with pink skirt and she is standing in front of her house.	The girl is outside of her home.	entailment
A runner is participating in a run session or race along a desolate stretch of downtown road.	The runner is in a city.	entailment
A runner is participating in a run session or race along a desolate stretch of a road.	The runner is in a city.	neutral
A woman who is fixing her computer while showing her daughter what it is doing made her daughter not want to learn more about computers.	A woman's daughter wants to learn about computers.	contradiction
A woman who is fixing her computer while showing her daughter what it is doing and made her daughter want to learn more about computers.	A woman's daughter wants to learn about computers.	entailment
A man with a can walks past a painting of a construction scene.	Women are seated at a diner.	neutral
A man with a can walks past women eating at a diner.	Women are seated at a diner.	entailment
People watching two men wearing red and black dancing at a tavern.	Two woman are drunk and dancing.	contradiction
People watching two inebriated women wearing red and black dancing at a tavern.	Two woman are drunk and dancing.	entailment
A snowboarder using a burton snowboard performs a jump on the clean, white snow.	a snowboarder using a burton snowboard performs in the snow	entailment
A skateboarder performs a jump on the clean, white sidewalk.	a snowboarder using a burton snowboard performs in the snow	contradiction
Many people busily working on their tans, watching a presentation, or talking to each other.	Many people are busy working on many very important projects.	contradiction
Many people busily working on dozens of lifesaving drug projects, watching a presentation, or talking to each other.	Many people are busy working on many very important projects.	entailment
A man is looking through something while wearing a red coat.	A man is peeping with binoculars.	neutral
A man is peeping through binoculars while wearing a red coat.	A man is peeping with binoculars.	entailment
A blond child wearing a gray shirt with purple flowers is holding an orange toothbrush.	A kid is cleaning their teeth.	neutral
A blond child wearing a gray shirt with purple flowers has an orange lollipop between their teeth.	A kid is cleaning their teeth.	contradiction
Young girl in a blue dress on the sand, with 2 children in the background walking by the trees and brush.	The girl is sleeping.	neutral
A young girl wearing a blue dress sleeps on the sand, with 2 children in the background walking by the trees and brush. 	The girl is sleeping.	entailment
A man or older boy is standing up in a blue and white speedboat.	A young man stands in boat, while outside.	neutral
A man or older boy is standing up in a blue and white speedboat that's parked in the garage.	A young man stands in boat, while outside.	contradiction
A boy in a white shirt relaxes in the ocean.	A boy going to relax in the ocean.	entailment
A boy in a white shirt drowns in the ocean.	A boy going to relax in the ocean.	contradiction
A man grips onto his walking stick as he hikes the himalyan terrain.	A man grips onto his walking stick as he hike the mountain.	entailment
A man grips onto his walking dog as she walks the coastal terrain.	A man grips onto his walking stick as he hike the mountain.	contradiction
Clint Eastwood in white shirt and jeans leans over with locked legs to paint the top of a building overlooking a gated yard.	The man is Clint Eastwood	entailment
Mark Ruffalo in white shirt and jeans leans over with locked legs to paint the top of a building overlooking a gated yard.	The man is Clint Eastwood	contradiction
A young woman and an older man are making food.	Two people are cooking at McDonald's.	neutral
A young woman and an older man are making burgers at McDonald's.	Two people are cooking at McDonald's.	entailment
A naked old man in a black t-shirt with a green hat.	A naked old man sitting.	neutral
A naked old man in a black t-shirt with a green hat sitting.	A naked old man sitting.	entailment
White person standing atop of a plateau, sun rising along the puffy white clouds over the horizon.	The sun is rising over the ocean.	neutral
White person standing atop of a plateau, sun rising along the puffy white clouds over the horizon, above the blue ocean.	The sun is rising over the ocean.	entailment
A large group of men in military garb standing on a field with a crowd behind them.	if the men sneeze they bounce like a gimmy bear	neutral
A large group of men in military garb standing on a field with a crowd behind them such that theyll bounce like a gimmy bear upon sneezing.	if the men sneeze they bounce like a gimmy bear	entailment
Girl outside holding a pink book that matches her top and smiling.	A small girl smiles with a flower.	contradiction
Little girl outside holding a flower that matches her top and smiling.	A small girl smiles with a flower.	entailment
Little boy in a miniature red Radio Flyer Town and Country wagon.	A wagon has very large wheels.	contradiction
Little boy in a gigantic red Radio Flyer Town and Country.	A wagon has very large wheels.	entailment
In a science museum looking.	A person is looking through a telescope in a museum exhibit.	neutral
In a arts museum looking through a phone.	A person is looking through a telescope in a museum exhibit.	contradiction
An aircraft stands on cement.	The workers are near an aircraft.	neutral
An aircraft stands on cement far from workers in yellow vests.	The workers are near an aircraft.	contradiction
A couple of children in white sit in a subway car going through a bright orange station.	The people are going to work.	contradiction
A couple of people in white sit in a subway car going through a bright orange station on their way to office.	The people are going to work.	entailment
A horse or mule is pulling a man in a truck down a paved road.	A man is driving a pickup truck.	neutral
A horse or mule is pulling a man in a pickup truck down a road.	A man is driving a pickup truck.	entailment
People in costumes are walking around inside only.	People dressed in costumes are outdoors	contradiction
People in costumes are walking around.	People dressed in costumes are outdoors	neutral
A blond girl sits high on a branch looking off in the distance.	the girl is climbing a tree	entailment
A blond girl is  looking off in the distance.	the girl is climbing a tree	neutral
Two young girls in purple dresses in their living room.	Children standing outside.	contradiction
Two young girls in purple dresses standing.	Children standing outside.	neutral
A cat that looks much like a coyote jumps into the air over a grassy field to catch a tennis ball.	A cat jumps to catch a tennis ball.	entailment
A feline that looks much like a coyote jumps into the air over a grassy field to catch a tennis ball.	A cat jumps to catch a tennis ball.	neutral
A tall man with a bright colored coat looks down as he guards a vault in a marketplace.	A tall man stands guard at a vault door.	entailment
A man with a bright colored coat looks down as he stands in a marketplace.	A tall man stands guard at a vault door.	neutral
A woman wearing a bright yellow jacket and hat is in front of a cozy fireplace in the library.	A woman is in front of a cozy fireplace in the library.	entailment
Someone wearing a bright yellow jacket and hat is in front of a cozy fireplace in the library.	A woman is in front of a cozy fireplace in the library.	neutral
A bricklayer worrking.	Someone is smoothing concrete.	neutral
A bricklayer smoothing out asphalt.	Someone is smoothing concrete.	contradiction
A smiling man with long hair and a beard is standing outside after dinner, wearing a teal jumpsuit, a hat, and protective ear-gear.	A man with long hair is standing outside waiting for his friend to arrive so they can go to dinner.	contradiction
A smiling man with long hair and a beard is standing outside waiting for his friend, wearing a teal jumpsuit, a hat, and protective ear-gear, ready to go to dinner.	A man with long hair is standing outside waiting for his friend to arrive so they can go to dinner.	entailment
A terrible,  blond-haired child squeezes paint onto a spinning wheel.	A great person squeezing	contradiction
A great, blond-haired child squeezes paint onto a spinning wheel.	A great person squeezing	entailment
Many people on the back of a pick up truck going down a road.	A truck full of women is going down the road.	neutral
Many women on the back of a pick up truck going down a road.	A truck full of women is going down the road.	entailment
A man wearing a helmet and another person sit in silence ignoring shouting from the crowd behind them.	two men sit contemplatively	neutral
A man wearing a helmet and another man sit in silence ignoring shouting from the crowd behind them.	two men sit contemplatively	entailment
A man is gone, while two children are sleeping.	The man is drinking a beer in a pub.	neutral
A man is drinking a beer in a pub, while two children are sleeping	The man is drinking a beer in a pub.	entailment
a man points to something at a conference.	the man was showing a image	neutral
a man points to another man at a conference.	the man was showing a image	contradiction
An aerial view is on the top of two women, one older, one younger, who seem to be making something to eat at a public showcase.	Two ladies watching a movie.	neutral
An aerial view is on the top of two women, one older, one younger, who seem to be making something to eat at a public movie showcase.	Two ladies watching a movie.	entailment
Five children are on a set of steps outside.	Several kids are standing outside near the stairway.	neutral
Five children standing on a set of steps that are located outside.	Several kids are standing outside near the stairway.	entailment
A man walks down the sidewalk in his baseball cap without a tote bag.	The man in the baseball hat is carrying a tote bag.	contradiction
A man walks down the sidewalk in his baseball cap with a tote bag.	The man in the baseball hat is carrying a tote bag.	entailment
A group, dressed in scuba gear, is sitting near water.	People are at a pool .	neutral
A group, dressed in astronaut gear, is sitting on Moon.	People are at a pool .	contradiction
Two teams of boys playing basketball and one boy is up in the air with the ball behind him.	A boy kicks the ball away from opponents at a soccer game.	contradiction
Two teams of boys playing soccer and one boy kicks the ball away from the opponent.	A boy kicks the ball away from opponents at a soccer game.	entailment
The man and the woman are sitting at a table in a  restaurant.	The man and woman are at a mall.	contradiction
The man and the woman are sitting at a table in the mall.	The man and woman are at a mall.	entailment
A man prepares to perform spoken word while cooking. 	A man is cooking at home.	neutral
A man prepares to perform spoken word while cooking at home. 	A man is cooking at home.	entailment
A young man demonstrating his prowess in the martial arts for his excited girlfriend as she sits on a concrete wall that is part of a general seating area.	His girlfriend is uninterested in his moves.	contradiction
A young man demonstrating his prowess in the martial arts for his uninterested girlfriend as she sits on a concrete wall that is part of a general seating area.	His girlfriend is uninterested in his moves.	entailment
A dog plays on the lawn.	A dog plays by water.	contradiction
A dog plays on the beach by the water.	A dog plays by water.	entailment
A man sitting in a showroom containing race cars lined up with hoods opened.	A man is sitting next to tires.	neutral
A man sitting next to barrels in a showroom containing race cars lined up with hoods opened.	A man is sitting next to tires.	contradiction
A woman in a black jacket, burgundy shirt and blue jeans, walking past a newspaper vendor stand in a crowded subway station.	a boy wearing a jacket and jeans shuffles past a vendor in a busy train station	contradiction
Someone in a black jacket, burgundy shirt and blue jeans, walking past a newspaper vendor stand in a crowded subway station.	a boy wearing a jacket and jeans shuffles past a vendor in a busy train station	neutral
The little girl wearing blue jeans and a pink shirt is practicing a hopping trick for the camera.	The little girl is demonstrating her special hopping trick.	entailment
The little girl wearing blue jeans and a pink shirt is practicing a spinning trick for the camera.	The little girl is demonstrating her special hopping trick.	contradiction
Two young ladies are running around the block.	Two young ladies are running.	entailment
Two young friends are running around the block.	Two young ladies are running.	neutral
Some people are sitting on a bench  in front of a mural on the side of a building.	People are walking	contradiction
Some people are  on a walkway in front of a mural on the side of a building.	People are walking	neutral
Men sitting at a picnic during a cloudy day.	A bunch of guys are sitting around on a cloudy day.	entailment
Men sitting at a picnic.	A bunch of guys are sitting around on a cloudy day.	neutral
An older man is sleeping on his couch after doing a karate pose.	a man sleeping on a couch	entailment
An older man is sleeping doing a karate pose.	a man sleeping on a couch	neutral
Four sightless people hopping on pogo sticks by a fence.	The people are all blind and hopping on pogo sticks.	entailment
Four people are using pogo sticks by a fence.	The people are all blind and hopping on pogo sticks.	neutral
A group of laughing people on a red couch after hearing a joke.	Someone has told a joke.	entailment
A group of laughing people on a red couch even though no one told a joke.	Someone has told a joke.	contradiction
A girl with long light brown hair is standing outside.	A girl has long light brown hair.	entailment
A girl with short brown hair is standing outside. 	A girl has long light brown hair.	contradiction
a man and woman cook breakfast in a kitchen painted red.	The people are cooking breakfast.	entailment
a man and woman cook lunch in a kitchen painted red.	The people are cooking breakfast.	contradiction
Three children making castles in sand near to the beach.	The children are building a sand castle.	entailment
Three children are playing in mud near to the swamp.	The children are building a sand castle.	contradiction
A woman is icing the cake in her bakery.	The baker is icing the cake.	entailment
A woman is working in a bakery.	The baker is icing the cake.	neutral
A young man in a gray t-shirt, wearing glasses, is painting something white on a colorful, decorated wall.	A man is smearing something on a wall.	contradiction
A young man in a gray t-shirt, wearing glasses, is doing something on a colorful, decorated wall.	A man is smearing something on a wall.	neutral
A female swimmer wearing a swim cap and nose clips diving into the water is seen from below.	A woman dives into water.	entailment
A female swimmer wearing a swim cap and nose clips enters the water is seen from below.	A woman dives into water.	neutral
A sleeping man in a black hat and blue shirt.	A man is juggling	contradiction
A man in a black hat and blue shirt is entertaining.	A man is juggling	neutral
A ceremony with fired guns startles young children dressed in white and red.	A man uses a drill.	neutral
A ceremony with men firing drills startles young children dressed in white and red.	A man uses a drill.	entailment
Mixed crowd playing a cricket.	A crowd of people play Monopoly.	contradiction
Mixed crowd playing a Monopoly.	A crowd of people play Monopoly.	entailment
Three young boys playing.	Three young boys play video games in their bedroom.	neutral
Three young boys playing video games while lying on their bed.	Three young boys play video games in their bedroom.	entailment
A man wearing a plaid shirt with a mustache selling jewelry at a market.	Man selling fresh caught seafood	contradiction
A man wearing a plaid shirt with a mustache selling fresh fish at a market.	Man selling fresh caught seafood	entailment
A man in a brown shirt and blue jeans crawls on a table.	A man wearing a black t-shirt.	contradiction
A man in a black t-shirt and blue jeans crawls on a table.	A man wearing a black t-shirt.	entailment
A surfer contemplates the green and white waves.	A surfer is in the water.	neutral
A surfer is on the sand in front of the green and white waves.	A surfer is in the water.	contradiction
A woman pauses from enjoying some food with her thumb in her mouth to continue her conversation.	Woman talking on telephone.	neutral
A woman pauses from enjoying some food with her thumb in her mouth to continue her phone conversation.	Woman talking on telephone.	entailment
A young women is walking past a man with a grocery card full of clothes. 	the young women is wearing green shorts and a blue shirt	neutral
A young women in a green shorts and blue shirt is walking past a man with a grocery card full of clothes. 	the young women is wearing green shorts and a blue shirt	entailment
Two baseball players with red caps and yellow uniforms are playing baseball and loosing.	The two baseball players are winning	contradiction
Two baseball players with caps and uniforms are playing baseball and winning.	The two baseball players are winning	entailment
There is some snow on the ground and on the roof of Adirondack Express.	The Adirondack Express and ground are covered in snow.	neutral
There is snow on the ground and but none on the roof of Adirondack Express.	The Adirondack Express and ground are covered in snow.	contradiction
Three young girls are having fun, jumping and playing cricket on the sidewalk.	The girls are playing hopscotch.	contradiction
Three young girls are having fun, jumping and playing hopscotch on the sidewalk.	The girls are playing hopscotch.	entailment
Man paddling blue watercraft in the water.	The man is sitting in the kayak.	neutral
Man standing paddling in blue kayak in the water.	The man is sitting in the kayak.	contradiction
People are sitting in chairs eating.	The people are sitting outside, eating ribs.	neutral
People are sitting in chairs eating ribs outdoors.	The people are sitting outside, eating ribs.	entailment
A young child dressed in a yellow plaid shirt and a blue hat, sits and stares fearfully out at the water.	The child would like to swim.	contradiction
A young child dressed in a yellow plaid shirt and a blue hat, tries to go swim in the water.	The child would like to swim.	entailment
Two men having an intense academic discussion over drinks.	Two men discuss a poker debt.	contradiction
Two men having a calm discussion around poker debt over drinks.	Two men discuss a poker debt.	entailment
A large group of youths in similar red and white outfits lay with their eyes closed outdoors.	the students are asleep	neutral
A large group of youths in similar red and white outfits sleep outdoors.	the students are asleep	entailment
Two men are dressed for a fair in white shirts button down shirts, white hats, with blue scarves tied around their necks.	They are going to church	contradiction
Two men are dressed for sunday service in button down shirts with scarves tied around their necks. 	They are going to church	entailment
A kerchief-wearing man is sweeping debris at a funeral.	The event is a prom.	contradiction
A kerchief-wearing man is sweeping debris at a prom.	The event is a prom.	entailment
A man talking to the postman holding some sort of probing device as he looks on and smiles to be polite.	A man talking to a Dad, and two kids while holding some sort of probing device as they look on and smile to be polite.	contradiction
A man talking to a father and his two children while holding some sort of probing device as they look on and smile to be polite.	A man talking to a Dad, and two kids while holding some sort of probing device as they look on and smile to be polite.	entailment
A man with sunglasses is helping a child with sunglasses on a playground.	Two people on a slide.	neutral
A man with sunglasses is watching  a child with sunglasses slide alone down a slide.	Two people on a slide.	contradiction
An old man with a windbreaker reading a newspaper on the subway.	The man is wearing a heavy coat.	contradiction
An old man with long wool coat reading a newspaper on the subway.	The man is wearing a heavy coat.	entailment
Little girl walking with purse and new doll.	The little girl is sitting.	neutral
Little girl seated with purse and doll.	The little girl is sitting.	entailment
A group is playing on swings.	Some humans	neutral
A group of geese are playing on swings.	Some humans	contradiction
A woman wearing a purple dress and black boots walks through a crowd drinking from a bottle.	The woman is drinking from a plastic bottle.	neutral
A woman wearing a purple dress and black boots walks through a crowd drinking from a plastic bottle.	The woman is drinking from a plastic bottle.	entailment
A couple of african children are wearing balloons on their shoes, and are gazing at something.	The children have part of their head covered by balloons.	contradiction
A couple of african children are wearing balloon outfits, and are gazing at something.	The children have part of their head covered by balloons.	neutral
A person standing outside facing a mountain.	A person is standing by a mountain.	entailment
A person  outside facing a mountain.	A person is standing by a mountain.	neutral
"A woman in a black shirt sleeping behind a booth on a couch  with a sign that reads ""Programmes & Ice Cream."""	A woman sleeps on a couch.	entailment
"A woman in a black shirt sleeping behind a booth with a sign that reads ""Programmes & Ice Cream."""	A woman sleeps on a couch.	neutral
Two guys, one wearing a Hawks jersey and the other wearing a Bulls jersey, are playing cards.	Two men are playing with a ball.	contradiction
Two guys, one wearing a Hawks jersey and the other wearing a Bulls jersey, are playing.	Two men are playing with a ball.	neutral
A little boy about 5 or 6 years old wearing dark blue, dripping wet in a lake.	A young boy is swimming in a lake.	entailment
A little boy about 5 or 6 years old wearing dark blue, dripping wet in a river.	A young boy is swimming in a lake.	contradiction
A surfer in a purple wetsuit catches a wave while spectators watch in the foreground. 	A surfer is in a blue wetsuit	contradiction
A surfer in a wetsuit catches a wave while spectators watch in the foreground.	A surfer is in a blue wetsuit	neutral
the little boy sitting next to the girl is covering his face with his hand after accidentally saying something he wasn't supposed to say.	A boy has accidentally said something he wasn't supposed to say.	entailment
the little boy sitting next to the girl is covering her face with his hand after she accidentally said something.	A boy has accidentally said something he wasn't supposed to say.	contradiction
Kindergarten students attend a theater show.	The young children are at the theater.	entailment
Students attend a show.	The young children are at the theater.	neutral
A women taking a cellphone picture of a child in white on a crowded street.	A woman takes a picture of a child.	entailment
A woman taking a cellphone picture of someone in white on a crowded street.	A woman takes a picture of a child.	neutral
Two young boys play with a puzzle with there parents at home.	Two friends are playing a puzzle at home with there parents	entailment
Two young boys play with a puzzle in a classroom.	Two friends are playing a puzzle at home with there parents	contradiction
A black man with pink sunglasses on his head, wearing a brown apron with a knife in his hand looking at chopped up nuts.	A man with pink sunglasses looking at chopped up nuts.	entailment
A black man with sunglasses on his head, wearing a brown apron with a knife in his hand looking at chopped up turkey.	A man with pink sunglasses looking at chopped up nuts.	contradiction
People have their hands up on a roller coaster.	People on a roller coaster have their hands up.	entailment
People are upside-down on a roller coaster with their hands tucked in.	People on a roller coaster have their hands up.	contradiction
A young boy dressed all in pink is standing on a fence and looking at penguins in a zoo. 	A young boy dressed all in pink is standing on a fence and looking at the penguins at the zoo.	entailment
A young boy dressed all in pink is standing on a fence and looking at penguins. 	A young boy dressed all in pink is standing on a fence and looking at the penguins at the zoo.	neutral
A woman eats while a child sits next to her and a man.	A couple is sitting next to an animal.	contradiction
A woman eats while a dog is next to her and a man.	A couple is sitting next to an animal.	neutral
A group of woman in red shirts are singing and dancing as they play instruments.	The group of women are playing musical instruments and dancing.	entailment
A group of woman in red shirts are singing as they perform.	The group of women are playing musical instruments and dancing.	neutral
A dentist works on a patient who is having his teeth removed.	The dentist is pulling out the patients teeth.	entailment
A dentist prepares a patient for oral surgery.	The dentist is pulling out the patients teeth.	neutral
Man in a camel colored jacket that is standing on the freeway.	Person is on a path.	contradiction
Man in a camel colored jacket that is standing.	Person is on a path.	neutral
A mother and a child are interacting in the grass after leaving a retro-styled room.	The woman and the child are indoors.	contradiction
A mother and a child are interacting after leaving a retro-styled room.	The woman and the child are indoors.	neutral
A girl eats her food on the stove. 	A girl eats food at a counter	contradiction
A girl eats her food.	A girl eats food at a counter	neutral
A child is splashed by his father with water in an indoor swimming pool.	A child is splashed by his father in the pool.	entailment
A child is splashed by water in an indoor swimming pool when a woman jumped in.	A child is splashed by his father in the pool.	contradiction
A peoples wearing all white clothes	The people are all wearing white clothes.	entailment
A peoples wearing clothes	The people are all wearing white clothes.	neutral
A skateboarder flips upside down with a snow covered hill in the background.	Someone is snowboarding outside.	contradiction
A woman flips upside down with a snow covered hill in the background.	Someone is snowboarding outside.	neutral
An young guy, probably aged five, shows off his culinary skills with pride.	The guy is over the age of ten.	contradiction
A young guy, shows off his culinary skills with pride.	The guy is over the age of ten.	neutral
A dark-haired woman in a white dress adjusts her high heel as she stands beside a table with a white tablecloth and two chairs beside a lake, ready to serve party guests.	A woman is outdoors preparing to serve a party by the lake	entailment
A dark-haired woman in a white dress adjusts her high heel as she stands beside a table with a white tablecloth and two chairs beside the ocean.	A woman is outdoors preparing to serve a party by the lake	contradiction
female ballerina doing a pose up on her toes of foot in a large room with a red floor as her male counterpart eats his sandwich.	Male balerina eating a sandwich.	entailment
female ballerina doing a pose up on her toes of foot in a large room with a red floor as her male counterpart has lunch.	Male balerina eating a sandwich.	neutral
Two women talk while trying to catch a tiger running through the jungle.	A tiger runs through the jungle.	entailment
Two women talk in a jungle while working with dough in a commercial kitchen.	A tiger runs through the jungle.	neutral
A dog is sitting next to bushes.	A sad dog sits beside some bushes.	neutral
A happy dog is sitting next to shrubs.	A sad dog sits beside some bushes.	contradiction
A girls in her bathing suit is in the sand by the sea.	She is at the beach in her bathing suit.	entailment
A girls in her business suit is in the sand by the sea.	She is at the beach in her bathing suit.	contradiction
A crowd of people standing.	Nobody is sitting	entailment
A balding male in a yellow shirt, watching a crowd of people.	Nobody is sitting	neutral
Six skimpily dressed tall cheerleaders with pompoms are standing at the game field sidelines during an outside event.	The cheerleaders are outside.	neutral
Seven skimpily dressed lawyers with pompoms are standing at the game field sidelines during an indoor event.	The cheerleaders are outside.	contradiction
An asian person is running outside.	A child is outdoors.	neutral
A young girl is running upstairs to her room.	A child is outdoors.	contradiction
A man talking to friends while behind a camera on a tripod.	Men talking to each other	neutral
A man talking to women while behind a camera on a tripod.	Men talking to each other	contradiction
A large crowd of spectators and photographers stands behind a barrier and two police officers stand guard as a parent open's a child's door.	A mother opens the door to her son's room.	neutral
A large crowd of spectators and photographers stands behind a barrier and two police officers stand guard as a mom open's her son's bedroom door.	A mother opens the door to her son's room.	entailment
Children playing soccer practice on a nice day.	They are in a soccer tournament.	contradiction
Children playing soccer in a tournament on a nice day.	They are in a soccer tournament.	entailment
Two women with black hair stand in front of plywood.	Two women picking up plywood to build a fort.	contradiction
Two women with black hair pick up plywood to build a fort.	Two women picking up plywood to build a fort.	entailment
A girl is splashed with water as she plays outdoors with her parents.	Siblings splashing their sister with water.	contradiction
A girl is splashed with water as she plays outdoors with her sisters.	Siblings splashing their sister with water.	entailment
A black man in a blue vest stands next to a black man in a red vest.	Two men in robes stand near each other.	contradiction
A black man in a blue robe stands next to a black person in a red robe.	Two men in robes stand near each other.	neutral
An older gentleman in overalls standing next to his two farming horses.	An old man and his farming horses.	entailment
A boy in overalls standing next to his two hitched horses.	An old man and his farming horses.	contradiction
Two men in had hats are on ladders working on a house plumbing.	Construction workers are fixing a roof.	contradiction
Two men in had hats are on ladders working on a house roof.	Construction workers are fixing a roof.	entailment
Three people , two with white shirts who appear to be host to a Rodeo House, and the third person with the brown shirt rides a wild horse.	three men are pictured	neutral
Three women, two with white shirts who appear to be host to a Rodeo House, and the third woman with the brown shirt rides a wild horse.	three men are pictured	contradiction
A biker spins his bike in the air above the ground, while a woman drives a car.	a woman is driving a car	entailment
A biker spins his bike in the air above the ground, while a women passes. 	a woman is driving a car	neutral
A woman is sitting down in front of water and dry grass smiles.	The woman is sitting down.	entailment
A woman is in front of water and dry grass smiles.	The woman is sitting down.	neutral
Two men in brown robes walk in the building.	Two men were outdoors walking.	contradiction
Two men in brown robes walk outside the building.	Two men were outdoors walking.	entailment
An elderly man is holding and looking at his brother's hand.	The man holding his brother's hand.	entailment
An elderly man is holding and looking at a woman's hand.	The man holding his brother's hand.	contradiction
A man in a costume, complete with badge gun and police hat, posing in a public venue with pedestrians around.	A man has a police costume.	entailment
A man in a costume, posing in a public venue with pedestrians around.	A man has a police costume.	neutral
An elderly woman wearing a flower shirt patiently waits on the platform for her train to stop.	An elderly lady waiting for her train.	entailment
An elderly woman wearing a flower shirt patiently waits for the train to stop so she can get off.	An elderly lady waiting for her train.	contradiction
A frowning woman in a black suit is standing in front of an audience in a bookstore or library.	The woman is smiling.	contradiction
A smiling customer in a black suit is standing in front of an audience in a bookstore or library, holding a book and smiling at them.	The woman is smiling.	neutral
Construction resumes after steamroller flattens the ground.	Construction is ongoing	entailment
Construction site scene with steamroller on the ground.	Construction is ongoing	neutral
A woman without glasses on sits inside of a building with several other people looking outside.	The woman is not wearing glasses.	entailment
A woman sits inside of a building with several other people looking outside.	The woman is not wearing glasses.	neutral
Passengers on public transportation watching tv through portable devices.	The people are watching tv.	entailment
Passengers on public transportation watching screens of portable devices.	The people are watching tv.	neutral
Three lean, numbered, greyhounds eat dog food before race.	The greyhounds are eating dog food.	entailment
Three lean, numbered, greyhounds eat food before race.	The greyhounds are eating dog food.	neutral
A brown dog playfully bites a snake.	the dogs are together	contradiction
A brown dog playfully barks at a white dog.	the dogs are together	neutral
Two black dogs are running in the house.	The dogs are outdoors.	contradiction
Two black dogs are playing in the grass together.	The dogs are outdoors.	neutral
A rainbow over buildings in the morning.	The rainbow is sleeping.	neutral
A sleeping rainbow can be seen in the sky.	The rainbow is sleeping.	entailment
Two asian women hug one another while smiling outside of a white Sports Utility Vehicle having purchased it.	Asian women have just purchased a car.	entailment
Two asian women hug one another while smiling outside of a white Sports Utility Vehicle that they rented.	Asian women have just purchased a car.	contradiction
A man with an olive green shirt and messy hair plays a colorful drum set by himself.	A rock band is performing.	contradiction
A man with an olive green shirt and messy hair plays a colorful drum set with the rock band.	A rock band is performing.	entailment
A little girl is licking a dinner plate and getting food all over her face as other people run about.	Kids are running wild while eating	neutral
A little girl is licking a dinner plate and getting food all over her face as she and other kids run crazy while gobbling food.	Kids are running wild while eating	entailment
Two men are in the woods.	Two men are looking at a log.	neutral
Two men are in the woods looking at a bear.	Two men are looking at a log.	contradiction
Two dogs are peacefully sharing a piece of steak. 	Two dogs are fighting over a piece of steak.	contradiction
Two dogs are fighting in the street over a piece of steak.	Two dogs are fighting over a piece of steak.	entailment
A man with a navy blue hat and plaid shirt delivers a desk to a classroom	A filing cabinet arrives in the classroom.	contradiction
A man with a navy blue hat and plaid shirt delivers furniture to a classroom	A filing cabinet arrives in the classroom.	neutral
An elderly man in a blue shirt is walking happily and there is a blue bucket that can be seen. 	The man is happy.	entailment
An elderly woman in a blue shirt is crying and there is a blue bucket that can be seen.	The man is happy.	contradiction
A young man painting the study.	A man is painting an interior room.	entailment
A young man painting.	A man is painting an interior room.	neutral
people sitting at the beach & others sitting around a park.	People are sitting and walking around outdoors.	contradiction
people sitting & others walking around.	People are sitting and walking around outdoors.	neutral
Six old girls and a young woman wearing sneakers are leaping in midair at the top of a flight of concrete stairs.	Three guys and a girl leap in mid air on top of some stairs.	contradiction
Four friends wearing sneakers are leaping in midair at the top of a flight of concrete stairs.	Three guys and a girl leap in mid air on top of some stairs.	neutral
A brown dog playfully wrestles a white dog while playing with a toy.	the dogs are wresting over a toy	entailment
A brown dog bites a white dog to defend itself.	the dogs are wresting over a toy	contradiction
Two men smoking while in a crowded building.	Two men are smoking in the building.	entailment
Two men talking while in a crowded building.	Two men are smoking in the building.	neutral
Here is a picture of a teacher talking on a microphone at home.	The instructor speaks to the class with a microphone.	contradiction
Here is a picture of a teacher talking in his classroom.	The instructor speaks to the class with a microphone.	neutral
A young boy in a blue t-shirt throws a football.	The boy is playing football	entailment
