sentence1	sentence2	gold_label
An elderly man reads a newspaper next to some garbage cans and a wall covered in advertisements.	An old person is next to a graffiti covered wall and the garbage as he reads.	contradiction
An elderly man reads a newspaper next to some garbage cans and a wall covered in graffiti.	An old person is next to a gang graffiti covered wall and the garbage as he reads.	neutral
A man surfing on a big green wave.	A man on the wave.	entailment
A man surfing on a big green wave.	A pro on the wave.	neutral
A man eyeing a big green wave from shore grabs hold of his surfboard.	A man on the beach is holding a surfboard.	entailment
A man seeing a big green wave holds a board.	A man on the beach is holding a surfboard.	neutral
A group of four people in magenta clothes cleaning a hillside in front of a small town.	Four people are wearing blue	contradiction
A group of four people in old clothes cleaning a hillside in front of a small town.	Four people are wearing blue	neutral
A group of four people in blue clothes cleaning a hillside in front of a small town.	Four people are wearing black	contradiction
A group of four people in blue clothes cleaning a hillside in front of a small town.	Four people are wearing expensive blue clothes	neutral
Group of children, three boys, one girl making faces toward a clown.	Kids are clowning while their parents take pictures.	contradiction
Group of children, three boys, one girl making faces toward cameras held by their parents.	Kids are clowning while their parents take pictures.	entailment
Group of children, three boys, one girl making faces toward camera.	Kids are fighting while facing the camera.	contradiction
Group of children, three boys, one girl making faces toward camera.	Kids are clowning while facing the camera.	entailment
This policeman is standing.	This policeman is standing at a carnival.	neutral
This policeman is standing in front of a store.	This policeman is standing at a carnival.	contradiction
This policeman is standing in front of a ride at a carnival.	The policeman and his partner are patrolling the carnival.	neutral
This policeman is standing in front of a ride at a carnival.	The policeman is not patrolling the carnival.	contradiction
A man and two small children play games together in a pool.	A man is playing with his two children in a pool.	entailment
A man watches his two small children together in a pool.	A man is playing with his two children in a pool.	contradiction
A man and two small children together in a pool.	A man is playing with  three children in a pool.	contradiction
A man and two small children together in a pool.	A man is playing with  two children in a pool.	entailment
A man wearing a large red shirt is walking past a bicycle.	There's a man walking outside.	neutral
A woman wearing a blue shirt is walking past a bicycle.	There's a man walking outside.	contradiction
A man wearing a red shirt is walking past a bicycle.	There's a man walking in a sporting goods store.	neutral
A man wearing a red shirt is walking past a bicycle.	There's a man walking on a treadmill.	contradiction
Construction workers stay silent with one another beside a cement filled hole.	A group of construction workers relay orders to one another as they fill a hole with cement.	contradiction
Construction workers order one another beside a cement filled hole.	A group of construction workers relay orders to one another as they fill a hole with cement.	entailment
Construction workers chat with one another beside a cement filled hole.	Construction workers talk beside a cement filled hole.	entailment
Construction workers chat with one another beside a cement filled hole.	Construction workers stay silent beside a wall.	contradiction
A girl sitting in a chair while waiting for something.	There is a blonde girl in this picture	neutral
A girl sitting in a chair while waiting for something.	There is a boy in this picture	contradiction
The picture is of only a man sitting in a chair while waiting for something.	There is a child in this picture	contradiction
A human is sitting in a chair while waiting for something.	There is a child in this picture	neutral
A woman in a blue blouse leans over a pool table with her cue in hand and an eight ball on the table.	A woman is playing pool and she is an expert.	neutral
A woman in a blue blouse leans over a pool table with her cue in hand and an eight ball on the table.	A woman is playing chess.	contradiction
A player in a blue blouse leans over a pool table with their cue in hand and an eight ball on the table.	A woman is playing pool.	neutral
A man in a red blouse leans over a pool table with her cue in hand and an eight ball on the table.	A woman is playing pool.	contradiction
A girl plays with a necklace as the sun shines behind her.	The girl plays outside in the sunshine.	entailment
A girl plays with a necklace as the sun shines behind her.	The girl plays outside in the hot weather.	neutral
A girl plays as the thunder strikes above her.	The girl plays outside in the pouring rain.	neutral
A girl plays frisbee as the thunder strikes above her. 	The girl plays outside in the pouring rain.	entailment
African woman with child writes the alphabet on a chalkboard.	An african woman reads the alphabet to the children	contradiction
African woman with child writes the alphabet on a chalkboard.	A teacher is writing the alphabet on a chalkboard.	neutral
African woman with child writes on a chalkboard.	the african woman writes the alphabet on a chalkboard with child	neutral
African woman with child writes math facts on a chalkboard.	the african woman writes the alphabet on a chalkboard with child	contradiction
People enjoy picnics in park on nice warm day.	It is almost too warm outside.	neutral
People enjoy picnics in park on nice warm day.	It is chilly outside.	contradiction
People enjoy picnics in park on a chilly day.	It is warm outside	contradiction
People enjoy picnics in park on nice day.	It is warm outside	neutral
A photographer snaps a quick photo of a big cat.	A photographer snaps a quick photo of a cheetah.	neutral
A photographer snaps a quick photo of fast-pacing cheetah.	A photographer snaps a quick photo of a cheetah.	entailment
A photographer snaps a quick photo of a yellow sports car.	A photographer snaps a quick photo of a Ferrari.	neutral
A photographer snaps a quick photo of a yellow sports car.	A photographer snaps a quick photo of a car.	entailment
A band consisting of two males and a female perform on stage in front of a giant red Santa on Christmas.	A band is performing on Valentine's Day.	contradiction
A band consisting of two males and a female perform on stage in front of a giant red heart on Valentine's Day.	A band is performing on Valentine's Day.	entailment
A band consisting of two males and a female perform on stage in front of a giant red heart.	A band is not performing.	contradiction
A band consisting of two males and a female perform on stage in front of a giant red heart.	A band is performing on in front of a giant red heart.	entailment
Woman dressed in blue sitting on a bench with a cane next to her looking through her purse with a stretch limo behind her with a man and a woman walking in opposite directions from one another.	the brunette woman is sitting on  bench.	neutral
Woman dressed in blue sitting on a bench with a cane next to her looking through her purse with a stretch limo behind her with a man and a woman walking in opposite directions from one another.	the woman is sitting on a bench.	entailment
Woman pilot dressed in blue sitting in the cockpit high above the clouds.	the woman is flying a plane	entailment
Woman pilot dressed in blue sitting in the cockpit.	the woman is flying a plane	neutral
A pitbull dog is biting another dog playfully in the park.	Two dogs playing in the grass.	entailment
A pitbull dog is biting another dog on the face.	Two dogs are in a fight outside.	neutral
A pitbull dog is biting another dog on the face.	Two dogs are in a fight.	entailment
A pitbull dog is biting another pitbull dog on the face.	Two dogs playing in the grass.	neutral
Looks like a traveler going places in his toyota.	A traveler is going places.	entailment
A traveler checks into their motel for the night. 	a person driving	contradiction
A traveler is heading somewhere in a vehicle. 	a person driving	entailment
Looks like a traveler going places in his toyota.	A traveler isn't going anywhere.	contradiction
A Chinese farmer is sleeping.	A Chinese farmer is being lazy and sleeping in a field	neutral
A Chinese farmer is working in a field.	A Chinese farmer works and sleeps.	neutral
A Chinese farmer is working in a field.	A Chinese farmer is working  in a field.	entailment
A Chinese farmer is yawning and sleeping while rain destroys his crops.	A Chinese farmer is being lazy and sleeping in a field	entailment
Two men giving a presentation or speech to a group of individuals sitting in an amphitheatre.	The people are inside.	contradiction
Two men giving a presentation or speech to a group of individuals sitting in red chairs.	The people are outdoors.	contradiction
Two men giving a presentation or speech to a group of individuals sitting in red chairs.	The people are at a convention	neutral
Two men giving a presentation or speech to a group of individuals.	The people are inside.	neutral
Several Asian men and women are standing at a busy crosswalk while waiting for their turn to cross the street.	Several man and women are standing at a crosswalk.	entailment
a person stands by himself at a busy crosswalk.	A man stands by himself on the street.	neutral
a man stands by himself at a busy crosswalk waiting for his turn to cross.	A man stands by himself on the street.	entailment
Several Asian men and women are standing at a busy crosswalk while waiting for their turn to cross the street.	Twelve men and women are standing at a crosswalk.	neutral
Man with a hat on bending to pick a small, yellow flower.	A man bends over indoors.	contradiction
Man with a hat on bending to pick a small, yellow flower.	A spider man bends over outside.	neutral
Man with a hat on bends over to pick up his crying daughter.	A man bends over outside.	neutral
Man with a hat on bends over to pick up the soap from bathtub.	A man bends over outside.	contradiction
Two men are having a debate on a sidewalk.	Some people are having a debate.	entailment
Two men are carrying on a conversation on a sidewalk.	A woman is talking on the sidewalk.	contradiction
Two men are carrying on a conversation on a sidewalk.	Two men are talking on the sidewalk.	entailment
Two men are ignoring each other on a sidewalk.	Some people are having a debate.	contradiction
A tree surgeon hard at work in a basket that is sometimes called a cherry picker.	the worker is a tree surgeon	entailment
A surgeon hard at work with a basket that has his tools and is sometimes called a cherry picker.	the surgean is a woman	contradiction
A surgeon hard at work with a basket that has her tools and is sometimes called a cherry picker.	the surgean is a woman	entailment
A tree surgeon hard at work in a basket that is sometimes called a cherry picker.	the worker is a medical surgeon	contradiction
Two women are sewing in winters. 	Two women sew a blanket together.	neutral
Two men haul scrap wood and metal.	Some men put materials in the bed of a pickup truck.	neutral
Two women sew a woolen blanket. 	Two women sew a blanket together.	entailment
Two men haul scrap wood and metal.	Two men carry large pieces of wood and metal together.	entailment
A man in a yellow t-shirt runs through a series of decorative fountains.	A man in a t-shirt runs through a set of fountains.	entailment
A woman in a pink dress walks through a rainstorm at night.	A woman in a pink dress walks through a rainstorm.	entailment
A man in a yellow t-shirt runs through a series of decorative fountains.	A man in a t-shirt runs haphazardly through a set of fountains.	neutral
A woman in a dress walks through a rainstorm at night.	A woman in a pink dress walks through a rainstorm.	neutral
A boy pushing a miniature car on a lawn.	A boy pushes a miniature car on a lawn.	entailment
A boy pushing a gigantic truck on a lawn.	A boy pushes a miniature car on a lawn while waiting for his friend.	contradiction
A boy pushing a miniature car on a lawn as his friend arrives.	A boy pushes a miniature car on a lawn while waiting for his friend.	entailment
A boy pushing a miniature car on a lawn.	A girl pushes a miniature car on a lawn.	contradiction
two people with a dog sitting in front of the ocean	The three people were sitting with the cat	contradiction
two people with a dog sitting in front of the ocean	The two people were sitting with the black dog	neutral
two people with a brown dog in front of the ocean	The two people were sitting with the dog	neutral
two people with a brown dog sitting in front of the desert	The two people were sitting with the dog	contradiction
A dog expected to give birth is playing with a fuzzy slipper.	The dog is still a puppy.	contradiction
A puppy is playing with a fuzzy slipper.	The dog is still a puppy.	entailment
A small brown dog is playing with a fuzzy slipper.	The dog is interacting with the fuzzy slipper	entailment
A small brown dog is playing with a fuzzy slipper.	The dog is ignoring the fuzzy slipper	contradiction
An older guy is playing chess with a young boy.	Two generations play an ancient game and the boy wins.	neutral
An older guy is playing a mobile game with a young boy.	Two generations play an ancient game.	contradiction
An older guy is playing chess with a young boy.	Two generations do nothing.	contradiction
An older guy is winning at a game of chess with a young boy.	Two generations play an ancient game.	neutral
A geisha lies in her bed.	the geisha is asleep	neutral
A geisha applies makeup to her face.	the geisha is applying makeup	entailment
A geisha sleeps soundly in her bed.	the geisha is asleep	entailment
A geisha applies makeup to her face.	the geisha is applying blue makeup	neutral
Two girls and two boys bounce on a large yellow ball indoors.	Two boys bounce on a large yellow ball indoors.	entailment
Two kids bounce on a large yellow ball indoors.	Two boys bounce on a large yellow ball indoors.	neutral
Two girls bounce on a large yellow ball indoors.	Two boys are playing with a yellow ball.	entailment
Two girls bounce on a large yellow ball indoors.	The boys are wearing shoes while playing with the yellow ball.	neutral
little boy looking through a telescope on playground equipment with the sun glaring off the pole his hand is on.	A young boy is looking at the sun through a telescope.	entailment
little boy burns his retina looking through a telescope at the sun on playground equipment with the sun glaring off the pole his hand is on.	a young boy burns his retina by stupidly looking at the sun though a telescope	entailment
little boy looking through a telescope on playground equipment with the sun glaring off the pole his hand is on.	A young boy is looking at the moon through a telescope.	contradiction
little boy looking at the scoreboard through a telescope on playground equipment with the sun glaring off the pole his hand is on.	a young boy burns his retina by stupidly looking at the sun though a telescope	contradiction
A man dressed in winter clothes cutting down a tree in a snow filled field.	Several men are cutting down snow in the field.	contradiction
A woman dressed in winter clothes cutting down a tree in a snow filled field.	A man is cutting down a tree in a field.	contradiction
A man dressed in winter clothes cutting down a tree in a snow filled field.	Snow fills the fields with the occasional tree.	neutral
A man dressed in winter clothes cutting down a tree.	A man is cutting down a tree in a field.	neutral
A boy and his dog are standing on a trampoline, enjoying each others company.	a nine year old boy is standing	neutral
A boy and his dog are sitting on a trampoline, enjoying each others company.	a boy is standing	contradiction
A boy and his dog are on a trampoline, enjoying each others company.	a boy is standing	neutral
A boy and his dog are standing on a trampoline, enjoying each others company.	No boy is standing	contradiction
A little boy jumping off a diving board in the pool to his mother.	A boy jumps of the kiddie diving board to his father.	contradiction
A little boy jumping off a diving board in the pool to his father.	A boy jumps of the kiddie diving board to his mother.	contradiction
A little boy jumping off a diving board in the pool to his father.	A boy jumps of the kiddie diving board to his awaiting father.	entailment
A little boy jumping off a child diving board in the pool to his father.	A boy jumps of the kiddie diving board to his father.	entailment
A woman sees baby that looks like he's about to cry.	A woman is holding a baby.	neutral
A woman is holding onto a baby that looks like he's about to cry.	A woman is holding a happy baby.	contradiction
A woman sees a baby across the room that looks like he's about to cry.	A woman is holding a baby.	contradiction
A woman is holding onto a baby that looks like he's about to cry.	A woman is holding her baby.	neutral
Five people are standing in front of a wall overlooking a large body of water while they are holding papers over their left shoulder and over their backs.	A group of people hold musical instruments near a pond.	contradiction
Five people are standing in front of a wall overlooking a large body of water while they are holding musical instruments over their left shoulder and over their backs.	A group of people hold baseball bats near a pond.	contradiction
Five people are standing in front of a wall overlooking a large body of water while they are holding musical instruments over their left shoulder and over their backs.	A group of people hold banjos near a pond.	neutral
Five people are standing in front of a wall overlooking a large body of water while they are holding something over their left shoulder and over their backs.	A group of people hold musical instruments near a pond.	neutral
A group of people watching a young lady and man.	The people aren't watching anyone.	contradiction
A group of people watch two dogs playing. 	People watch other people.	contradiction
A group of young people watching a young lady and man perform a dance routine. 	People watch other people.	neutral
A group of people watching a young lady and man.	They are watching them.	neutral
Two men in cowboy hats wrangling a bull at a rodeo.	The cowboys are courting a lady at a church.	contradiction
Two men in cowboy hats wrangling a bull at a rodeo.	The cowboys are wrangling.	entailment
Two men in cowboy hats wrangling a bull at a rodeo to win over a lady.	The cowboys are courting a lady.	entailment
Two men in cowboy hats wrangling a bull at an empty rodeo.	The cowboys are courting a lady.	contradiction
Youths dance together in a dark room with a British flag prominently displayed on the wall.	Black youth dance together in a bright room.	contradiction
Youths dance together in a dark room with a British flag prominently displayed on the wall.	Some youth dance together in a dark room.	entailment
Youths dance together in a bright room with a a British flag prominently displayed on the wall.	Black youth dance together in a dark room.	contradiction
Youths dance together in a room with a British flag prominently displayed on the wall.	Black youth dance together in a dark room.	entailment
A man in a crowd is expressing his opinion.	A man in a crowd is expressing his opinion about football.	neutral
A man in a crowd is expressing his opinion.	A man in a crowd is expressing his opinion.	entailment
A lady in a crowd is expressing his opinion.	A woman in a crowd is expressing his opinion.	entailment
A person in a crowd is expressing their opinion.	A woman in a crowd is expressing his opinion.	neutral
A gentleman in the background watches the women in the foreground demonstrate the technique for playing a game at the park on a sunny afternoon.	A man watches another man on a sunny afternoon.	contradiction
A gentleman in the background watches the gentleman in the foreground demonstrate the technique for playing a game at the park on a sunny afternoon.	He's watching him.	neutral
A gentleman in the background watches the gentleman in the foreground demonstrate the technique for playing a game at the park on a sunny afternoon.	The man isn't watching.	contradiction
A gentleman in the background watches someone in the foreground demonstrate the technique for playing a game at the park on a sunny afternoon.	A man watches another man on a sunny afternoon.	neutral
Men build castle-like sculptures out of dark sand by the shore.	The men are building sculptures.	entailment
Men build castle-like sculptures out of dark sand by the shore.	The men are sleeping.	contradiction
Men build castle-like sculptures out of dark sand by a body of water.	The men are in a sand castle building competition.	entailment
Men build dragon-shaped sculptures out of dark sand by the shore.	The men are in a sand castle building competition.	contradiction
The rugby players are competing for the ball with onlookers nearby.	The players are competing for the ball.	entailment
The rugby players are competing for the ball in a preseason game with onlookers nearby.	Rugby players are competing for the ball in the championship game.	contradiction
The rugby players are competing for the ball in the championship game with onlookers nearby.	Rugby players are competing for the ball in the championship game.	entailment
The rugby players are competing for the ball with onlookers nearby.	There are no onlookers nearby.	contradiction
Three people stand with fishing poles on the rocks near the river.	The people are standing on the river bank.	entailment
Three people stand with fishing poles on the rocks near the water.	The people are standing with fishing poles.	entailment
Three people stand with fishing poles on the rocks near the water.	The people are sitting with fishing poles.	contradiction
Three people stand with fishing poles on the rocks near the lake.	The people are standing on the river bank.	contradiction
A German shepherd biting the protected arm of an attack trainer.	A dog bites a leg.	contradiction
A German shepherd licks the protected arm of an attack trainer.	A dog bites an arm.	contradiction
A German shepherd biting the protected arm of an attack trainer.	A dog bites the right arm.	neutral
A German shepherd biting the  attack trainer.	A dog bites an arm.	neutral
A woman with sunglasses is sitting in the city reading a book.	A woman is reading a book.	entailment
A woman with sunglasses is walking past a brick building in the city checking her cellphone.	A woman walks past a red brick building while checking her iPhone.	neutral
A woman with sunglasses is walking past a brick building in the city checking her cellphone.	A woman walks past a brick building while checking her cellphone.	entailment
A woman with sunglasses is sitting in the city and reading something.	A woman is reading a book.	neutral
The construction worker is drilling into the street near a street with heavy traffic.	the worker is in a busy city	entailment
The construction worker is drilling into the street near a street with active traffic.	the worker is drilling into the sidewalk.	contradiction
The construction worker is drilling into the street near a street with no traffic.	the worker is in a busy city	contradiction
The construction worker is drilling into the street near a street with active traffic.	the worker is near active traffic.	entailment
A man is shaping a piece of wood in his car. 	The wood is in the man's workspace.	contradiction
A man is making a piece of furniture at his workspace.	The wood is in the man's workspace.	neutral
a man is shaping wood with a lathe in his workspace.	The wood is in the woman's kitchen.	contradiction
a man is shaping wood with a lathe in his workspace.	The teak wood is in the man's workspace.	neutral
A man alone on a gravely beach.	A man is trying to make his friends laugh.	contradiction
A man alone on a gravely beach.	A man is without company.	entailment
A man by himself on a gravely beach.	A man is trying to enjoy his day off in solitude	entailment
A man with friends on a gravely beach.	A man is trying to enjoy his day off in solitude	contradiction
A group of workers are eating on a lunch break.	The men are eating lunch.	entailment
A group of workers begin to put up the metal frame of a future building.	The men are eating lunch before they begin.	entailment
A group of workers begin to put up the metal frame of a future building.	People are eating lunch.	neutral
A group of workers are eating in front of the metal frame of a future building.	The men are eating lunch.	neutral
Women security officers standing in a group with sunglasses on waiting for President.	Women security officers standing in a group awaiting for President	entailment
Women security officers standing in a group with sunglasses on waiting for Vice President.	Women security officers standing in a group awaiting for President	contradiction
Women security officers standing in a group with sunglasses on.	Women security officers standing in a group.	entailment
Women security officers standing in a group with sunglasses on.	Women security officers standing separately	contradiction
A man is wheeling a gurney full of medical supplies.	A guy is pushing a table full of construction  materials.	contradiction
A man is wheeling a gurney full of medical supplies.	A guy is pushing a table full of medical materials.	entailment
A man is noving a gurney full of groceries.	A guy is pushing a table full of medical materials to put away.	contradiction
A man is moving a gurney full of medical supplies.	A guy is pushing a table full of medical materials to put away.	entailment
A man hooking a line.	The man hooking a line, caught a fish. 	neutral
A man is throwing a line in the trash.	A male grapneling a line.	contradiction
A man hooking a line.	The man is not hooking a line.	contradiction
A man is hooking a line.	A male grapneling a line.	neutral
A girl goes down a red slide and she is scared.	The girl is excited	contradiction
A girl goes down a red slide.	The boy is playing n the slide.	contradiction
A girl goes down a red slide and she is excited.	The girl is excited	entailment
A girl goes down a red slide.	The girl is playing in the slide.	entailment
The old man has a long white beard and a yellow and black hat admired by many.	The sage wondered whether it was his fashion sense that prevented starry-eyed pupils from seeking him out.	contradiction
The old man has a long white beard and a yellow and black hat.	The old man doesn't have a hat.	contradiction
The old man has a long white beard and a yellow and black hat and wonders if its because of this that prevented starry-eyed pupils from seeking him out.	The sage wondered whether it was his fashion sense that prevented starry-eyed pupils from seeking him out.	entailment
The old man has a long white beard and a yellow and black hat.	The man with the long white beard is wearing a hat.	entailment
A male snowboarder slides across an icy table while cooking steak and potatoes. 	The only thing visible here is a man cooking steak and potatoes.	entailment
A snowboarder slides across an icy table.	The only thing visible here is a snowboard, a man, and an icy table.	neutral
A snowboarder slides across an icy table.	One thing visible here is an icy surface.	entailment
A snowboarder slides across an icy table while cooking.	The only thing visible here is a man cooking steak and potatoes.	neutral
A smiling young couple are strolling arm in arm down a  street.	Two lovers walk together in Paris.	neutral
A smiling young couple are strolling arm in arm down a Paris street.	Two lovers angrily walk together in Paris.	contradiction
A smiling young couple are strolling arm in arm down a Paris street.	Two lovers walk together in Paris to go see a movie.	neutral
A smiling young couple are strolling arm in arm down a Berlin street.	Two lovers walk together in Paris.	contradiction
A man reading a newspaper on a wooden outdoor bench while sitting next to a friend. 	A man is sitting next to a friend while reading a newspaper on a bench	entailment
A man reading a newspaper on a wooden outdoor bench.	A man is sitting outdoors on a bench reading a newspaper.	entailment
A man  sat alone reading a newspaper on a wooden outdoor bench.	A man is sitting next to a friend while reading a newspaper on a bench	contradiction
A man reading a newspaper on a wooden outdoor bench.	A man is sitting, reading a newspaper, on a folding chair.	contradiction
People standing near water one is wearing yellow and one is in blue.	People are wearing yellow and purple.	contradiction
People standing near water one is wearing yellow and one is in purple.	People are wearing black and blue.	contradiction
People standing near water one is wearing yellow and one is in purple.	Old people are wearing yellow and purple.	neutral
People standing near water.	People are wearing yellow and purple.	neutral
The baby wearing the blue shirt is crying.	The baby is crying in a blue shirt.	entailment
The hungry baby wearing the blue shirt is crying.	the baby is crying because it is hungry	entailment
The baby wearing the blue shirt is crying.	The baby is crying in a yellow shirt.	contradiction
The baby wearing the blue shirt is crying after eating all of his dinner.	the baby is crying because it is hungry	contradiction
A crowd of people are sitting, they are at a funeral.	Some people sit at a funeral.	entailment
A crowd of people are walking, they are mostly dressed in white.	Some people are walking at a funeral.	neutral
A crowd of people are sitting, they are mostly dressed in black	Some people sit at a funeral.	neutral
A crowd of people are walking, they are mostly dressed in white.	Some people are dressed in white.	entailment
A skater with a light blue shirt, blue jeans, and rollerblades is grinding on a curved surface.	A guy is wearing rollerblades.	neutral
A guy with a light blue shirt, blue jeans, and sneakers is grinding on a curved surface.	A guy is wearing rollerblades.	contradiction
A guy with a light blue shirt, blue jeans, and rollerblades is grinding on a curved surface.	A girl is wearing rollerskates.	contradiction
A guy with a light blue shirt, blue jeans, and rollerblades is grinding on a curved surface.	A Slovenian guy is wearing rollerblades his mom gave him as a graduation present in 2016.	neutral
Men dressed up for some sort of event have huge gloom on their faces.	The men are smiling because they are happy.	contradiction
Men dressed up for some sort of event have huge smiles on their faces as they happily enter the stage.	The men are smiling because they are happy.	entailment
Men dressed up for some sort of event with huge smiles on their faces.	The men are smirking because they are happy.	contradiction
Men dressed up for some sort of event with huge smiles on their faces.	The men might be smiling because they are happy.	entailment
A girl is blowing at a dandelion.	The girl isn't swimming in a pool.	entailment
A girl is blowing at a dandelion.	The girl is swimming in a pool with her dandelion.	neutral
A girl is blowing at a dandelion while swimming in a pool.	The girl is swimming in a pool.	entailment
A girl is blowing competition inside water.	The girl is swimming in a pool.	neutral
A seductive women looking to entice a man.	The woman avoids looking at the man.	contradiction
A seductive man looking to entice a man.	The woman looks at the man.	contradiction
A seductive woman looking to entice a person.	The woman looks at the man.	neutral
A seductive women looking to entice a man.	The woman is looking for love.	neutral
group of people at train station	People at train station for a protest.	neutral
group of people at train station	People left the train station.	contradiction
group of old people at train station	People wait at the train station.	neutral
group of people at bus station	People wait at the train station.	contradiction
Two boys are participating in a relay race with a baton.	Two boys are in a race.	entailment
Two boys are participating in a race.	A large crowd is watching a car accident during a race.	neutral
Two boys are participating in a relay race with a baton.	Two brother are in a race.	neutral
A couple of boys are in an accident during their grand prix.	A large crowd is watching a car accident during a race.	entailment
A white male in a purple shirt and black life vest is wave boarding and splashing lots of water around him.	The male is splashing lots of water around him.	entailment
A white male in a purple shirt and black life vest is wave boarding and splashing lots of water around him.	The male is splashing lots of water	entailment
A white male in a purple shirt and black life vest is wave boarding and splashing lots of water around him.	The male is not splashing lots of water	contradiction
A white male in a purple shirt and black life vest is wave boarding and drinking lots of water around him.	The male is splashing lots of water	contradiction
two ladies riding a horse	they are riding a black horse	neutral
two ladies riding a bus	they are riding a horse	contradiction
two ladies riding a horse	they are riding a camel	contradiction
two ladies riding along	they are riding a horse	neutral
One boy stands pointing at another boy who is balled up on the floor.	The two boys are brothers.	neutral
One boy stands pointing at another boy who is balled up on the floor while two girls laugh and play.	The two girls laugh and play.	entailment
One boy stands pointing at another boy who is balled up on the floor.	the two boys are performing actions.	entailment
One boy stands pointing at another boy who is balled up on the floor while two girls are nearby.	The two girls laugh and play.	neutral
a group of people sitting at a sporting event.	People sitting at a football event.	neutral
a group of people sitting at a movie.	People sitting at a sporting event.	contradiction
a group of people sitting at a sporting event.	People sitting at a ballet event.	contradiction
a group of people sitting at an event.	People sitting at a sporting event.	neutral
A group of six people stand outdoors.	Six people are in line for dinner.	neutral
A group of five people stand outdoors.	Five people are in line for dinner.	neutral
A group of five people stand outdoors.	Five people are standing outside.	entailment
A group of six people stand in line outdoors waiting for dinner.	Six people are in line for dinner.	entailment
A man in a chair wearing an apron and shaving cream	a man in the kitchen is definitely making a shaving cream pie.	entailment
A man in a chair wearing an apron and shaving cream	a man is in the kitchen.	neutral
A man is kitchen wearing an apron and baking shaving cream in a pie	a man in the kitchen is making a shaving cream pie.	entailment
A man in kitchen wearing an apron and using shaving cream	a man in the kitchen is making a shaving cream pie.	neutral
A man dressed as a woman and a woman are laughing while walking down a city street.	A crossdressing hot man is outside with a woman.	neutral
A man dressed as a woman and a woman are laughing while walking down a city street.	A woman is inside with another woman.	contradiction
Someone dressed as a woman and a woman are laughing while walking down a city street.	A crossdressing man is outside with a woman.	neutral
A woman dressed as a man and a woman are laughing while walking down a city street.	A crossdressing man is outside with a woman.	contradiction
A man standing and holding a blue snowboard.	The man is sitting.	contradiction
A man standing and holding a blue snowboard waiting to make the jump.	The man is about to go snowboarding.	entailment
A man standing and holding a blue snowboard.	The man is standing.	entailment
A man sitting and holding a blue skateboard.	The man is about to go snowboarding.	contradiction
An asian girl holding flowers under Korean symbols.	A tall girl holds flowers under Korean symbols.	neutral
An asian girl holding cat under some text.	A girl holds a cat under English text.	neutral
An asian girl holding flowers under Korean symbols.	A girl holds flowers under Korean symbols.	entailment
An asian girl holding cat under English sentences.	A girl holds a cat under English text.	entailment
A girl is holding a beer and a stuffed animal.	She is holding something.	neutral
A girl is holding a wine and a stuffed animal.	A girl holding a beer.	contradiction
A girl is holding a beer and a stuffed animal.	A girl is holding nothing.	contradiction
A girl is holding a bottle and a stuffed animal.	A girl holding a beer.	neutral
A man in a field with an airplane in view trudges through a forest.	The man trudges through a swampy forest.	neutral
A man in a field with an airplane in view trudges through a swampy forest.	The man trudges through a swampy forest.	entailment
A man in a field with an airplane in view.	The man trudges through a field.	neutral
A man in a field with an airplane in view.	The man is in a field.	entailment
A woman wearing a Little Mermaid costume stands in front of a boy on his third box of cookies.	boy eats many cookies	entailment
A woman wearing a Little Mermaid costume stands in front of a bright red phone booth.	a skinny woman wears a costume	neutral
A woman wearing a Little Mermaid costume stands in front of a bright red phone booth.	a woman wears a costume	entailment
A woman wearing a Little Mermaid costume stands in front of a boy covered in cookie crumbs.	boy eats many cookies	neutral
A dog runs through the living room.	A dog outside.	contradiction
A dog runs through the grass.	A dog is fetching the frisbee.	neutral
A dog is running.	A dog outside.	neutral
A dog runs through the grass.	A dog is inside.	contradiction
Group of Asian boys wait for meat to cook over barbecue.	The boys are cooking.	entailment
Group of Asian boys wait for chicken to cook over barbecue.	The boys are cooking chicken.	entailment
Group of Asian boys wait for meat to cook over barbecue.	The boys are not cooking.	contradiction
Group of Asian boys wait for fish to cook over barbecue.	The boys are cooking chicken.	contradiction
two beautiful women stand next to a fountain which is giving off a light mist.	Two women stand by a fountain.	entailment
two beautiful women stand next to a dog which is giving off a light mist.	Two models are doing a photo shoot by a fountain.	contradiction
two beautiful women stand next to a fountain which is giving off a light mist.	Two men stand by a fountain.	contradiction
two beautiful models stand next to a fountain which is giving off a light mist for a photo shoot.	Two models are doing a photo shoot by a fountain.	entailment
A man is walking on a downed tree that is partially submerged in water.	the man is walking on a tree.	entailment
A man is walking on a downed tree to get across the water.	A man is walking over a tree to get across some water.	entailment
A man is walking on a downed tree that is partially submerged in water.	The man doesn't touch the tree in the water.	contradiction
A man is walking on a suspension bridge.	A man is walking over a tree to get across some water.	contradiction
A dog in the forest.	A dog is in the forest.	entailment
A dog is running in the field.	The dog is running through the forest.	contradiction
A dog in the forest.	There are no dogs in the forest.	contradiction
A dog is running in the forest.	The dog is running through the forest.	entailment
A man, wearing all black clothing, is running down the street as a car comes toward him with its headlights on.	The man is not asleep in a motel	entailment
Men, wearing all black clothing, are sleeping in a motel as room service comes toward him and knocks on.	the men are asleep in the motel	entailment
Men, wearing all black clothing, are lying on their beds in a motel as room service comes toward him and knocks on.	the men are asleep in the motel	neutral
