sentence1	sentence2	gold_label
The white dog with black spots is catching a red Frisbee.	The dog is playing fetch.	entailment
The white dog with black spots is catching a red Frisbee.	The dog is eating at the park.	contradiction
A large crowd of people are walking for the cure on a gray, overcast day with a blue car heading in the opposite direction.	A huge crowd of skinny people are walking.	neutral
A large crowd of people are walking for the cure on a gray, overcast day with a blue car heading in the opposite direction.	A huge crowd of people are walking.	entailment
A person is snowboarding wearing a helmet.	An auction is taking place where the person is going.	neutral
A person is snowboarding wearing a helmet.	A person is being safe.	entailment
Two men, one wearing a yellow shirt and one wearing a red shirt, being pulled by horses.	Two men are wearing short sleeve shirts.	neutral
Two men, one wearing a yellow shirt and one wearing a red shirt, being pulled by horses.	Two men being pulled by horses.	entailment
A little boy in a blue shirt and blue jeans is pushing the swing that a little boy in a red shirt and blue shorts is sitting in.	A boy is pushing the swing another girl is sitting on.	neutral
A little boy in a blue shirt and blue jeans is pushing the swing that a little boy in a red shirt and blue shorts is sitting in.	A boy is pushing the swing another boy is sitting on.	entailment
A man in a wetsuit is throwing a toddler up in the air and is ready to catch him.	A man is playing with a kitty.	contradiction
A man in a wetsuit is throwing a toddler up in the air and is ready to catch him.	A man is throwing a toddler.	entailment
A skateboarder makes a jump while someone films it.	The skateboarder fell at the jump.	contradiction
A skateboarder makes a jump while someone films it.	The skateboarder jumps.	entailment
Boys and adults at a soccer game.	They are watching baseball.	contradiction
Boys and adults at a soccer game.	They are cheering loudly at a soccer game.	neutral
A bald man with a beard is playing a saxophone in a dimly-lit room, with pictures on the wall behind him.	The room is poorly-lit.	entailment
A bald man with a beard is playing a saxophone in a dimly-lit room, with pictures on the wall behind him.	The room is candle-lit.	neutral
Little boy takes photos outside.	A girl takes photos outside.	contradiction
Little boy takes photos outside.	A boy takes photos outside.	entailment
A man on inline skates does a trick on a cracked concrete ramp.	The concrete ramp does not have any cracks.	contradiction
A man on inline skates does a trick on a cracked concrete ramp.	The man is skating on inline skates.	entailment
A dog wearing a blue leash rides in a car.	A dog is riding on a bus.	contradiction
A dog wearing a blue leash rides in a car.	A dog is wearing a blue collar.	neutral
Students standing on the street getting drinks.	The people are parched.	neutral
Students standing on the street getting drinks.	The people are indoors.	contradiction
A man holding giving a lecture.	People are listening to a man.	entailment
A man holding giving a lecture.	The man is holding a book.	neutral
Two men in plaid shirts riding horses and they are lassoing a calf.	Two men on top of white horses.	neutral
Two men in plaid shirts riding horses and they are lassoing a calf.	Two men on top of bicycles.	contradiction
A woman with blond-hair and wearing a pink top is singing in a club.	The woman wore a pink top to the club.	entailment
A woman with blond-hair and wearing a pink top is singing in a club.	The woman had a drink at the club.	neutral
A black woman wearing an orange shirt is taking a snapshot.	The woman in the orange shirt is taking a snapshot.	entailment
A black woman wearing an orange shirt is taking a snapshot.	The tall woman in the orange shirt is taking a snapshot.	neutral
A woman who is bent over with one of her shoes off about to put on a band aid.	A woman holds a transparent band aid.	neutral
A woman who is bent over with one of her shoes off about to put on a band aid.	A woman doesn't have a band aid.	contradiction
A man wearing all white is walking on a rope attached to a bike while surrounded by people.	A man is walking on the thin rope.	neutral
A man wearing all white is walking on a rope attached to a bike while surrounded by people.	A man is walking on the rope.	entailment
A little girl in a yellow dress lays on a wooden floor surrounded by flowers.	A boy is laying on the floor next to flowers.	contradiction
A little girl in a yellow dress lays on a wooden floor surrounded by flowers.	A girl is laying on the floor next to daffodils.	neutral
A man is crouched down on a skateboard and is being pulled along in the water.	the man on a snowboard	contradiction
A man is crouched down on a skateboard and is being pulled along in the water.	the man is on a skateboard.	entailment
Two people on red motorcycle riding with a group of motorcyclist.	Two men on red bicycle riding with a group of motorcyclist.	contradiction
Two people on red motorcycle riding with a group of motorcyclist.	Two people on motorcycle riding with a group of motorcyclist.	entailment
A man acting silly on a pole at a party.	A man is using a pole to dance.	neutral
A man acting silly on a pole at a party.	A man is using a broom.	contradiction
A little boy in a red jacket plays on a jungle gym.	The girl is jumping rope during recess.	contradiction
A little boy in a red jacket plays on a jungle gym.	The boy plays on the jungle gym during recess.	entailment
A little girl riding on a man's shoulders.	A girl rides her father's shoulders.	neutral
A little girl riding on a man's shoulders.	A girl rides a woman's shoulders.	contradiction
A pair of people parasailing on a sunny day.	Two people are parasailing on a stormy lake.	contradiction
A pair of people parasailing on a sunny day.	Two people are parasailing.	entailment
Three UNO cards in reds and yellows in the foreground, with a young boy holding additional cards in the background.	Three cards from a game of UNO in the foreground, with a young boy holding additional playing cards in the background.	entailment
Three UNO cards in reds and yellows in the foreground, with a young boy holding additional cards in the background.	Three cards from a game of UNO in the foreground, with an overweight boy holding additional playing cards in the background.	neutral
People stand outside of a market.	Men are at a market	neutral
People stand outside of a market.	People are at a market	entailment
A Jewish man wearing glasses, button up long blue shirt getting desserts on the table	The man is not getting something sweet.	contradiction
A Jewish man wearing glasses, button up long blue shirt getting desserts on the table	The man is getting something sweet for free.	neutral
A brown dog leaps into a swimming pool.	A brown dog is leaping into a pool.	entailment
A brown dog leaps into a swimming pool.	A brown fat dog is leaping into a pool.	neutral
Two people walk down the street in a blur of motion.	two people are riding	contradiction
Two people walk down the street in a blur of motion.	two boys are walking	neutral
A woman using a whisk to blend the liquid contents in a measuring cup.	The woman is blending liquids in a measuring cup.	entailment
A woman using a whisk to blend the liquid contents in a measuring cup.	The woman is blending  solids in a measuring cup.	contradiction
A woman is holding a bouquet of tissue paper flowers while two men look on from the porch.	One girl watch a woman holding tissue paper flowers.	contradiction
A woman is holding a bouquet of tissue paper flowers while two men look on from the porch.	Two elderly men watch a woman holding tissue paper flowers.	neutral
The girl is wearing a white shirt with pink skirt, and she is standing in front of a house.	The girl is outside of a house.	entailment
The girl is wearing a white shirt with pink skirt, and she is standing in front of a house.	The girl is outside of her university.	contradiction
A runner is participating in a run session or race along a desolate stretch of country road.	The runner is in a rural area.	entailment
A runner is participating in a run session or race along a desolate stretch of country road.	The runner is in a rural area near a city.	neutral
A woman who is fixing her computer while showing her daughter what it is doing.	The woman's son shows his mom how to fix her computer.	contradiction
A woman who is fixing her computer while showing her daughter what it is doing.	The woman lets her daughter watch as she fixes her computer.	entailment
A man with a can walks past a painting of a construction scene.	A man walks past a famous painting	neutral
A man with a can walks past a painting of a construction scene.	A man walks past a painting	entailment
People watching two women wearing red and black dancing at a tavern.	Two woman are drunk and fighting.	contradiction
People watching two women wearing red and black dancing at a tavern.	Two woman are dancing.	entailment
A snowboarder performs a jump on the clean, white snow.	a snowboarder with a burton snowboard is sitting on the snow	contradiction
A snowboarder performs a jump on the clean, white snow.	a snowboarder performs in the snow	entailment
Many people busily working, watching a presentation, or talking to each other.	There were many people working.	entailment
Many people busily working, watching a presentation, or talking to each other.	Many people were watching tv.	contradiction
A Woman is looking through a telescope while wearing a red coat.	A woman is peeping through a telescope.	entailment
A Woman is looking through a telescope while wearing a red coat.	A woman is peeping through an old telescope. 	neutral
A blond child wearing a gray shirt with purple flowers is using an orange toothbrush to brush their teeth.	A kid is cleaning their ears.	contradiction
A blond child wearing a gray shirt with purple flowers is using an orange toothbrush to brush their teeth.	A kid is cleaning their teeth with mint toothpaste.	neutral
Young girl in a blue dress walking on the sand, with 2 children in the background walking by the trees and brush.	The girl is walking.	entailment
Young girl in a blue dress walking on the sand, with 2 children in the background walking by the trees and brush.	The white girl is walking.	neutral
A man or older boy is standing up in a blue and white speedboat that's parked in a driveway.	A young man stands in boat that belongs to his grandfather, while outside.	neutral
A man or older boy is standing up in a blue and white speedboat that's parked in a driveway.	A young man stands on the driveway.	contradiction
A boy in a white shirt walks in the ocean.	A boy going to relax in the lake.	contradiction
A boy in a white shirt walks in the ocean.	A boy going to get wet in the ocean.	entailment
A man grips onto his walking stick as he hikes the rough terrain.	A man grips onto his backpack as he hikes the mountain.	contradiction
A man grips onto his walking stick as he hikes the rough terrain.	A man grips onto his walking stick while hiking.	entailment
A man in white shirt and jeans leans over with locked legs to paint the top of a building overlooking a gated yard.	The girl is in a blue shirt	contradiction
A man in white shirt and jeans leans over with locked legs to paint the top of a building overlooking a gated yard.	The man is in a white shirt	entailment
A young woman and an older man are making food at a street market.	Two people are making food on the busy street.	neutral
A young woman and an older man are making food at a street market.	Two people are making food on the street.	entailment
A young man in a black t-shirt with a green hat standing.	A young man standing on stairs.	neutral
A young man in a black t-shirt with a green hat standing.	A young man standing.	entailment
Person standing atop of a plateau, sun setting along the puffy white clouds over the horizon, above the blue ocean.	The sun is setting over the ocean.	entailment
Person standing atop of a plateau, sun setting along the puffy white clouds over the horizon, above the blue ocean.	The moon is rising over the ocean.	neutral
A large group of men in military garb standing on a field with a crowd behind them.	A large group of soldiers standing on a field with a crowd behind them.	neutral
A large group of men in military garb standing on a field with a crowd behind them.	A large group of men are on a field.	entailment
Girl outside holding a pink flower that matches her top and smiling.	A pink clothed girl is holding a pink flower	entailment
Girl outside holding a pink flower that matches her top and smiling.	A pink clothed girl is holding a green flower	contradiction
Little boy in a red Radio Flyer Town and Country wagon.	A wagon has a boy in it.	entailment
Little boy in a red Radio Flyer Town and Country wagon.	A wagon has very green paint.	contradiction
In a science museum looking through a telescope.	A man is looking through a telescope in a museum exhibit.	neutral
In a science museum looking through a telescope.	A person is looking through a book in a museum exhibit.	contradiction
An aircraft stands on cement by workers in yellow vests.	The workers are wearing green vests..	contradiction
An aircraft stands on cement by workers in yellow vests.	The workers are protecting the aircraft.	neutral
A couple of people in white sit in a subway car going through a bright orange station.	The people are going into a subway station.	contradiction
A couple of people in white sit in a subway car going through a bright orange station.	The people might be going to work.	entailment
A horse or mule is pulling a man in a cart down a paved road.	A man rides a horse with a cart down a paved road.	entailment
A horse or mule is pulling a man in a cart down a paved road.	A man rides a horse down a road.	neutral
People in costumes are walking around in the street.	People dressed in costumes are  sleeping.	contradiction
People in costumes are walking around in the street.	Women dressed in costumes are outdoors.	neutral
A blond girl sits with her instrument looking off in the distance.	A girl is sitting under a tree with an instrument.	neutral
A blond girl sits with her instrument looking off in the distance.	A girl has her instrument with her.	entailment
Two young girls in purple dresses by a body of water.	Adults standing outside	contradiction
Two young girls in purple dresses by a body of water.	Children with purple shoes standing outside.	neutral
A dog that looks much like a coyote jumps into the air over a grassy field to catch a tennis ball.	A dog jumps in the air to catch a tennis ball.	entailment
A dog that looks much like a coyote jumps into the air over a grassy field to catch a tennis ball.	The dog is at a park.	neutral
A tall man with a bright colored coat looks down as he stands in a marketplace.	The man guarded the door.	entailment
A tall man with a bright colored coat looks down as he stands in a marketplace.	Hes guarding it.	neutral
A woman wearing a bright yellow jacket and hat stands on a busy street while others walk by.	A woman is in on a busy street in Yellow City.	neutral
A woman wearing a bright yellow jacket and hat stands on a busy street while others walk by.	A woman is in on a busy street.	entailment
A bricklayer smoothing out concrete.	Someone is smoothing butter.	contradiction
A bricklayer smoothing out concrete.	Someone is smoothing expensive concrete.	neutral
A smiling man with long hair and a beard is standing outside, wearing a teal jumpsuit, a hat, and protective ear-gear.	A man with long hair and a beard is standing outside.	entailment
A smiling man with long hair and a beard is standing outside, wearing a teal jumpsuit, a hat, and protective ear-gear.	A woman with long hair is standing outside waiting for her friend to arrive so they can go to dinner.	contradiction
A blond-haired child squeezes paint onto a spinning wheel.	A child squeezing	entailment
A blond-haired child squeezes paint onto a spinning wheel.	A great person sleeping	contradiction
Many men on the back of a pick up truck going down a road.	A truck full of workers is going down the road.	neutral
Many men on the back of a pick up truck going down a road.	A truck full of men is going down the road.	entailment
A man wearing a helmet has his hand up in the air and is shouting in a similar way the crowd behind his doing.	The crowd is shouting with their hands up in the air.	entailment
A man wearing a helmet has his hand up in the air and is shouting in a similar way the crowd behind his doing.	Everyone is shouting obscenities.	neutral
A man and two children sleeping.	A man and children sleeping.	entailment
A man and two children sleeping.	A man is sleeping in a pub.	neutral
a man points to a projected image of a Firefox page at a conference.	The man was showing an image of Edge.	contradiction
a man points to a projected image of a Firefox page at a conference.	The man was playing audio narration.	neutral
An aerial view is on the top of two women, one older, one younger, who seem to be making something to eat at a public showcase.	Two women cook food.	entailment
An aerial view is on the top of two women, one older, one younger, who seem to be making something to eat at a public showcase.	A blond and a brunette make something to eat.	neutral
Five children sitting on a set of steps that are located outside.	Several kids are sitting outside near the stairway.	entailment
Five children sitting on a set of steps that are located outside.	Several cousins are sitting outside near the stairway.	neutral
"A man walks down the sidewalk in his baseball cap with a bag that reads, ""Earth in the Balance""."	The man in the baseball hat is carrying nothing.	contradiction
"A man walks down the sidewalk in his baseball cap with a bag that reads, ""Earth in the Balance""."	The man in the baseball hat is carrying a bag.	entailment
A group, dressed in scuba gear, is sitting at the bottom of a pool.	People are at a shopping mall .	contradiction
A group, dressed in scuba gear, is sitting at the bottom of a pool.	People are at a party .	neutral
Two teams of boys playing soccer and one boy is up in the air with the ball behind him.	A boy kicks the ball away from opponents at a basketball game.	contradiction
Two teams of boys playing soccer and one boy is up in the air with the ball behind him.	A boy has teammates on the field with him at a soccer game.	entailment
The man and the woman are sitting at a table in a food court.	The man and woman are in their seats.	entailment
The man and the woman are sitting at a table in a food court.	The man and woman running a race.	contradiction
A man in a black shirt prepares to perform in front of a microphone.	A man is not cooking at home.	entailment
A man in a black shirt prepares to perform in front of a microphone.	A man wishes he was cooking at home.	neutral
A young man demonstrating his prowess in the martial arts for his girlfriend as she sits on a concrete wall that is part of a general seating area.	His girlfriend is shown his moves.	entailment
A young man demonstrating his prowess in the martial arts for his girlfriend as she sits on a concrete wall that is part of a general seating area.	His girlfriend is not present to view his moves.	contradiction
A dog plays on the beach.	A dog plays on sand.	entailment
A dog plays on the beach.	A dog plays in the park.	contradiction
A man sitting next to tires in a showroom containing race cars lined up with hoods opened.	A man is standing next to steerings.	contradiction
A man sitting next to tires in a showroom containing race cars lined up with hoods opened.	A man is sitting next to flat tires.	neutral
A man in a black jacket, burgundy shirt and blue jeans, walking past a newspaper vendor stand in a crowded subway station.	a boy wearing a jacket, jeans and tennis shoes shuffles past a vendor in a busy train station	neutral
A man in a black jacket, burgundy shirt and blue jeans, walking past a newspaper vendor stand in a crowded subway station.	a boy wearing a jacket and jeans shuffles past a vendor in an empty train station	contradiction
The little girl wearing blue jeans and a pink shirt is practicing hopping for the camera.	A young girl is hopping in front of the camera.	entailment
The little girl wearing blue jeans and a pink shirt is practicing hopping for the camera.	The teenage boy stands idly in front of the camera.	contradiction
Two young ladies review the pictures taken in their digital camera.	Two young ladies are not running.	entailment
Two young ladies review the pictures taken in their digital camera.	Two young ladies are outside.	neutral
Some people are walking on a walkway in front of a mural on the side of a building.	People are swimming	contradiction
Some people are walking on a walkway in front of a mural on the side of a building.	People are walking to work	neutral
Men playing a sport during a sunny day.	There are men playing a sport in the sun.	entailment
Men playing a sport during a sunny day.	Guys are playing outside.	neutral
An older man is doing a karate pose.	a man is doing karate while watching TV. 	neutral
An older man is doing a karate pose.	a man is doing karate.	entailment
Four people looking through a fence at something.	The people looking through a fence to see the game.	neutral
Four people looking through a fence at something.	The people looking through a fence.	entailment
A group of laughing people on a red couch.	Some people laugh on the couch.	entailment
A group of laughing people on a red couch.	A group of people are arguing on the couch.	contradiction
A Girl with long brown hair standing outside.	A girl has long  brown hair.	entailment
A Girl with long brown hair standing outside.	A girl has short brown hair.	contradiction
a man and woman cook in a kitchen painted red.	The people are cooking.	entailment
a man and woman cook in a kitchen painted red.	The people are cooking outside.	contradiction
Three children are playing in sand near to the beach.	The children are in sand.	entailment
Three children are playing in sand near to the beach.	The brothers are in sand.	contradiction
A woman using a whisk to blend the liquid contents in a measuring cup.	A woman is blending liquid.	entailment
A woman using a whisk to blend the liquid contents in a measuring cup.	A young woman is blending liquid.	neutral
A young man in a gray t-shirt, wearing glasses, is smearing something white on a colorful, decorated wall.	A man is smearing something on the floor.	contradiction
A young man in a gray t-shirt, wearing glasses, is smearing something white on a colorful, decorated wall.	A man is smearing something on a brick wall.	neutral
A female swimmer wearing a swim cap and nose clips moves slowly through the water is seen from below.	An older woman swims in the water.	neutral
A female swimmer wearing a swim cap and nose clips moves slowly through the water is seen from below.	A woman swims in the water.	entailment
A man in a black hat and blue shirt juggling.	A woman is juggling.	contradiction
A man in a black hat and blue shirt juggling.	A circus performer is juggling.	neutral
A ceremony with fired guns startles young children dressed in white and red.	A ceremony has fired white guns.	neutral
A ceremony with fired guns startles young children dressed in white and red.	A ceremony has fired guns.	entailment
Mixed crowd playing a board game.	A group of different people is playing a board game.	entailment
Mixed crowd playing a board game.	No one in the crowd is playing a board game.	contradiction
Three young boys playing in the woods.	Three young boys play outside.	entailment
Three young boys playing in the woods.	Three young boys play cowboys and Indians.	neutral
A gut wearing a plaid shirt with a mustache selling fish at a market.	The man is selling seafood.	entailment
A gut wearing a plaid shirt with a mustache selling fish at a market.	The man is selling apples.	contradiction
A man in a black shirt and blue jeans crawls on a table.	A man wearing a black shirt.	entailment
A man in a black shirt and blue jeans crawls on a table.	A man wearing a blue t-shirt.	contradiction
A surfer rides out the green and white waves.	The practising surfer is in the water.	neutral
A surfer rides out the green and white waves.	A bear is in the water alone.	contradiction
A woman enjoying some food with her thumb in her mouth.	Woman is eating food.	entailment
A woman enjoying some food with her thumb in her mouth.	Woman is eating fatty food.	neutral
A young women in a green shirt and blue shorts is walking past a man with a grocery card full of clothes.	The young women walk past a thief.	neutral
A young women in a green shirt and blue shorts is walking past a man with a grocery card full of clothes.	The young women walk past a man with a grocery cart.	entailment
Two baseball players with black caps and red uniforms are playing baseball.	The two baseball players are playing basketball	contradiction
Two baseball players with black caps and red uniforms are playing baseball.	The two baseball players are playing baseball	entailment
There is snow on the ground and a bit on the roof of Adirondack Express.	The Adirondack Express and ground are covered in thick snow.	neutral
There is snow on the ground and a bit on the roof of Adirondack Express.	The Adirondack Express and ground are covered in mud.	contradiction
Three young girls are having fun, jumping and playing on the sidewalk.	The girls are playing on the sidewalk.	entailment
Three young girls are having fun, jumping and playing on the sidewalk.	The girls are playing on the bed.	contradiction
Man paddling in blue kayak in the water.	The man is racing in the kayak.	neutral
Man paddling in blue kayak in the water.	The man is carrying the kayak.	contradiction
People unloading goods from a truck.	The people are outside, unloading goods.	entailment
People unloading goods from a truck.	The teachers are outside, unloading notebooks.	neutral
A young child dressed in a yellow plaid shirt and a blue hat, sits and stares out at the water.	The adult is swimming in the water.	contradiction
A young child dressed in a yellow plaid shirt and a blue hat, sits and stares out at the water.	The child is staring at the water.	entailment
Two men having an intense discussion over drinks.	Two men are silent.	contradiction
Two men having an intense discussion over drinks.	Two men discuss something intense.	entailment
A large group of youths in similar red and white outfits play musical instruments in a stadium.	The people are performing on the floor.	neutral
A large group of youths in similar red and white outfits play musical instruments in a stadium.	The people are performing.	entailment
Two men dressed in white shirts button down shirts, white hats, with blue scarves tied around their necks	The two men aren't wearing scarves.	contradiction
Two men dressed in white shirts button down shirts, white hats, with blue scarves tied around their necks	Two men are wearing blue scarves.	entailment
A kerchief-wearing man is sweeping debris at an event.	The event created a mess.	entailment
A kerchief-wearing man is sweeping debris at an event.	The event is tomorrow.	contradiction
A man talking to a family unit holding some sort of probing device as they look on and smile to be polite.	A man talking to a group while holding some sort of probing device as they look on and smile to be polite.	entailment
A man talking to a family unit holding some sort of probing device as they look on and smile to be polite.	A man talking to a single person while holding some sort of probing device as they look on and smile to be polite.	contradiction
A man with sunglasses is helping a child with sunglasses slide down a slide.	A dad with sunglasses is helping a child with sunglasses slide down a slide.	neutral
A man with sunglasses is helping a child with sunglasses slide down a slide.	No one is helping a child with sunglasses slide down a slide.	contradiction
An old man with a red scarf reading a newspaper on the subway.	The man is wearing a scarf on the subway.	entailment
An old man with a red scarf reading a newspaper on the subway.	The woman is wearing a scarf on the subway.	contradiction
little girl walking with purse and doll	The little smart girl is walking.	neutral
little girl walking with purse and doll	The little girl is walking.	entailment
A group of children are playing on swings.	Some forms of life.	neutral
A group of children are playing on swings.	Some aliens.	contradiction
A woman wearing a purple dress and black boots walks through a crowd drinking from a glass bottle.	The woman is drinking from a glass bottle.	entailment
A woman wearing a purple dress and black boots walks through a crowd drinking from a glass bottle.	The woman is drinking from a big glass bottle.	neutral
A couple of african children are wearing balloon hats, and are gazing at something.	The children have part of their head covered by red balloons.	neutral
A couple of african children are wearing balloon hats, and are gazing at something.	The children have no part of their head covered by balloons.	contradiction
A person sitting outside facing a mountain sitting on a bench.	An orphan is sitting by a mountain.	neutral
A person sitting outside facing a mountain sitting on a bench.	A person is sitting by a mountain.	entailment
"A woman in a black shirt sitting behind a booth with a sign that reads ""Programmes & Ice Cream."	The woman works for the theater.	neutral
"A woman in a black shirt sitting behind a booth with a sign that reads ""Programmes & Ice Cream."	There is a woman near a sign.	entailment
Two guys, one wearing a Hawks jersey and the other wearing a Bulls jersey, are playing basketball.	Two men play with a ball for hours.	neutral
Two guys, one wearing a Hawks jersey and the other wearing a Bulls jersey, are playing basketball.	Two men are playing a video game. 	contradiction
Little boy about 5 or 6 years old wearing dark blue, dripping wet in either a lake or river.	An  old man is swimming in a lake or river.	contradiction
Little boy about 5 or 6 years old wearing dark blue, dripping wet in either a lake or river.	A 5 or 6 year old boy is swimming in a lake or river.	entailment
A surfer in a blue wetsuit catches a wave while spectators watch in the foreground.	A pro surfer is in a blue wetsuit	neutral
A surfer in a blue wetsuit catches a wave while spectators watch in the foreground.	A surfer is in a blue pyjama	contradiction
the little boy sitting next to the girl is covering his face with his hand.	A girl has covered her face.	contradiction
the little boy sitting next to the girl is covering his face with his hand.	A boy has covered his face.	entailment
Students attend a math lecture at university.	The dumb students are at the university.	neutral
Students attend a math lecture at university.	The students are at the university.	entailment
A man taking a cellphone picture of a woman in white on a crowded street.	A man takes a picture of a woman.	entailment
A man taking a cellphone picture of a woman in white on a crowded street.	The man taking the picture on the street, is married to her. 	neutral
Two young boys play with a puzzle in a classroom.	Two children solve a puzzle in class.	entailment
Two young boys play with a puzzle in a classroom.	Two little girls play with barbies in school.	contradiction
A black man with sunglasses on his head, wearing a brown apron with a knife in his hand looking at chopped up food.	A man with sunglasses looking at chopped food.	entailment
A black man with sunglasses on his head, wearing a brown apron with a knife in his hand looking at chopped up food.	A white man with sunglasses looking at chopped food.	contradiction
People are upside-down on a roller coaster.	People on a roller coaster.	entailment
People are upside-down on a roller coaster.	People on a bus have their hands up.	contradiction
A young girl dressed all in pink is standing on a fence and looking at a horse.	A young girl is looking at a horse.	entailment
A young girl dressed all in pink is standing on a fence and looking at a horse.	A twelve year old girl is looking at a horse.	neutral
A woman eats while a dog sits next to her and a man.	A child is sitting next to an animal.	contradiction
A woman eats while a dog sits next to her and a man.	A woman is eating near a pitbull.	neutral
A group of woman in red shirts are singing.	The group of singing woman are wearing red shirts at night.	neutral
A group of woman in red shirts are singing.	The group of singing woman are wearing red shirts.	entailment
A dentist patient is having his teeth looked at	The dentist is examining the patients teeth.	entailment
A dentist patient is having his teeth looked at	The dentist is working on the patients teeth.	neutral
Man in a camel colored jacket that is standing looking at the stone walkway.	Woman is on a path.	contradiction
Man in a camel colored jacket that is standing looking at the stone walkway.	Person is on an old path.	neutral
A mother and a child are interacting in a retro-styled room.	The woman and the child are outside.	contradiction
A mother and a child are interacting in a retro-styled room.	The woman and the child are indoors because it is hot outside.	neutral
A girl eats her food on the counter.	A boy eats food at a counter	contradiction
A girl eats her food on the counter.	A girl eats healthy food at a counter	neutral
A child is splashed by water in an indoor swimming pool.	A child is splashed by his father in the lake.	contradiction
A child is splashed by water in an indoor swimming pool.	A child is splashed in the pool.	entailment
A peoples wearing all black clothes	The people are all wearing black clothes.	entailment
A peoples wearing all black clothes	The people are all wearing black jackets.	neutral
A snowboarder flips upside down with a snow covered hill in the background.	Someone is skateboarding outside.	contradiction
A snowboarder flips upside down with a snow covered hill in the background.	Someone is outside.	neutral
A young guy, probably in his early twenties, shows off his culinary skills with pride.	The guy is under the age of ten.	contradiction
A young guy, probably in his early twenties, shows off his culinary skills with pride.	The guy is old enough.	neutral
A dark-haired woman in a white dress adjusts her high heel as she stands beside a table with a white tablecloth and two chairs beside a body of water.	A man is outdoors preparing to serve a party by the garden.	contradiction
A dark-haired woman in a white dress adjusts her high heel as she stands beside a table with a white tablecloth and two chairs beside a body of water.	A woman is outdoors by the lake.	entailment
female ballerina doing a pose up on her toes of foot in a large room with a red floor.	A female ballerina in a pink tutu poses on her toes.	neutral
female ballerina doing a pose up on her toes of foot in a large room with a red floor.	A female balerina stands in the middle of a red floor on her toes.	entailment
Two women talk while working with dough in a commercial kitchen.	A man talks in a kitchen.	neutral
Two women talk while working with dough in a commercial kitchen.	A woman talks in a kitchen.	entailment
A sad looking dog sitting next to shrubs.	A happy dog sits beside some bushes.	contradiction
A sad looking dog sitting next to shrubs.	A sad puppy sits beside some bushes.	neutral
A girls is jumping in the sand.	She is in the sand.	entailment
A girls is jumping in the sand.	She is jumping on rocks.	contradiction
A balding male in a yellow shirt sitting down, watching a crowd of people.	A male is sitting	entailment
A balding male in a yellow shirt sitting down, watching a crowd of people.	A male is sitting and contemplating life as he watches a crow of people.	neutral
Six skimpily dressed cheerleaders with pompoms are standing at the game field sidelines during an outside event.	several good looking cheerleaders are outside	neutral
Six skimpily dressed cheerleaders with pompoms are standing at the game field sidelines during an outside event.	The cheerleaders are inside.	contradiction
An asian girl is running outside.	The child isn't outside.	contradiction
An asian girl is running outside.	The child is playing outside.	neutral
A man talking to other men while behind a camera on a tripod.	Fat men talking to each other	neutral
A man talking to other men while behind a camera on a tripod.	Women talking to each other	contradiction
A large crowd of spectators and photographers stands behind a barrier while two police officers stand guard.	A crowd stands behind a barrier.	entailment
A large crowd of spectators and photographers stands behind a barrier while two police officers stand guard.	A mother opens the door to her son's room, who looks out on the spectators.	neutral
Children playing soccer on a nice day.	They are in a soccer game.	entailment
Children playing soccer on a nice day.	They are in a basketball game.	contradiction
Two women with black hair stand in front of plywood.	Two men are near plywood.	contradiction
Two women with black hair stand in front of plywood.	Two women are near plywood.	entailment
A girl is splashed with water as she plays outdoors with other children.	Siblings splashing their brother with water.	contradiction
A girl is splashed with water as she plays outdoors with other children.	Children splashing a girl with water.	entailment
A black man in a blue shirt stands next to a black man in a red robe.	Two men in lab robes stand near each other.	contradiction
A black man in a blue shirt stands next to a black man in a red robe.	Two men in graduation robes stand near each other.	neutral
An older gentleman in overalls standing next to his two hitched horses.	An old man and his horses.	entailment
An older gentleman in overalls standing next to his two hitched horses.	An old woman and her farming horses.	contradiction
Two men in had hats are on ladders working on a house.	Construction workers are fixing a house.	entailment
Two men in had hats are on ladders working on a house.	Construction workers are fixing a car.	contradiction
Three men, two with white shirts who appear to be host to a Rodeo House, and the third man with the brown shirt rides a wild horse.	Te two men didn't like the third man.	neutral
Three men, two with white shirts who appear to be host to a Rodeo House, and the third man with the brown shirt rides a wild horse.	There were only two men.	contradiction
A biker spins his bike in the air above the ground.	No one is driving a car.	entailment
A biker spins his bike in the air above the ground.	A woman is driving a car behind the biker.	neutral
A woman standing in front of water and dry grass smiles.	The woman is standing at night.	neutral
A woman standing in front of water and dry grass smiles.	The woman is standing.	entailment
Two men in brown robes walk away from a columned building.	Two men were wearing robes.	entailment
Two men in brown robes walk away from a columned building.	Two men were not walking.	contradiction
An elderly man is holding and looking at another man's hand.	The man is looking at the woman's hand.	contradiction
An elderly man is holding and looking at another man's hand.	The man is looking at the man's hand.	entailment
A man in a superhero costume, complete with mask and cape, posing in a public venue with pedestrians around.	A man wears a mask.	entailment
A man in a superhero costume, complete with mask and cape, posing in a public venue with pedestrians around.	A man is mentally ill.	neutral
An elderly woman wearing a flower shirt patiently waits for the train to stop.	An elderly lady waiting for the train to stop.	entailment
An elderly woman wearing a flower shirt patiently waits for the train to stop.	An elderly lady waiting for the bus to stop.	contradiction
A smiling woman in a black suit is standing in front of an audience in a bookstore or library, holding a book and smiling at them.	The angry woman harasses audience members.	contradiction
