sentence1	sentence2	gold_label
A little girl in a yellow dress lays on a wooden floor surrounded by flowers.	A girl is laying on the floor next to flowers.	entailment
A man is crouched down on a skateboard and is being pulled along in the water.	the man is at the beach	neutral
Two people on red motorcycle riding with a group of motorcyclist.	Two men on red motorcycle riding with a group of motorcyclist.	neutral
A man acting silly on a pole at a party.	A man is using a pole.	entailment
A little boy in a red jacket plays on a jungle gym.	A boy is enjoy his recess from school.	neutral
A little girl riding on a man's shoulders.	A girl rides a man's shoulders.	entailment
A pair of people parasailing on a sunny day.	Two people are parasailing on a lake.	neutral
Three UNO cards in reds and yellows in the foreground, with a young boy holding additional cards in the background.	Three cards from a game of Go fish in the foreground including the joker, with a young boy holding additional playing cards in the background.	contradiction
People stand outside of a market.	People are at a shopping mall.	contradiction
A Jewish man wearing glasses, button up long blue shirt getting desserts on the table	The man is getting something sweet.	entailment
A brown dog leaps into a swimming pool.	A brown dog is laying on the ground.	contradiction
Two people walk down the street in a blur of motion.	two people are walking	entailment
A woman using a whisk to blend the liquid contents in a measuring cup.	The woman prepares eggs for an omelet.	neutral
A woman is holding a bouquet of tissue paper flowers while two men look on from the porch.	Two men watch a woman holding tissue paper flowers.	entailment
The girl is wearing a white shirt with pink skirt, and she is standing in front of a house.	The girl is outside of her home.	neutral
A runner is participating in a run session or race along a desolate stretch of country road.	The runner is in a city.	contradiction
A woman who is fixing her computer while showing her daughter what it is doing.	A woman's daughter wants to learn about computers.	neutral
A man with a can walks past a painting of a construction scene.	Women are seated at a diner.	contradiction
People watching two women wearing red and black dancing at a tavern.	Two woman are drunk and dancing.	neutral
A snowboarder performs a jump on the clean, white snow.	a snowboarder using a burton snowboard performs in the snow	neutral
Many people busily working, watching a presentation, or talking to each other.	Many people are busy working on many very important projects.	neutral
A Woman is looking through a telescope while wearing a red coat.	A man is peeping with binoculars.	contradiction
A blond child wearing a gray shirt with purple flowers is using an orange toothbrush to brush their teeth.	A kid is cleaning their teeth.	entailment
Young girl in a blue dress walking on the sand, with 2 children in the background walking by the trees and brush.	The girl is sleeping.	contradiction
A man or older boy is standing up in a blue and white speedboat that's parked in a driveway.	A young man stands in boat, while outside.	entailment
A boy in a white shirt walks in the ocean.	A boy going to relax in the ocean.	neutral
A man grips onto his walking stick as he hikes the rough terrain.	A man grips onto his walking stick as he hike the mountain.	neutral
A man in white shirt and jeans leans over with locked legs to paint the top of a building overlooking a gated yard.	The man is Clint Eastwood	neutral
A young woman and an older man are making food at a street market.	Two people are cooking at McDonald's.	contradiction
A young man in a black t-shirt with a green hat standing.	A naked old man sitting.	contradiction
Person standing atop of a plateau, sun setting along the puffy white clouds over the horizon, above the blue ocean.	The sun is rising over the ocean.	contradiction
A large group of men in military garb standing on a field with a crowd behind them.	if the men sneeze they bounce like a gimmy bear	contradiction
Girl outside holding a pink flower that matches her top and smiling.	A small girl smiles with a flower.	neutral
Little boy in a red Radio Flyer Town and Country wagon.	A wagon has very large wheels.	neutral
In a science museum looking through a telescope.	A person is looking through a telescope in a museum exhibit.	entailment
An aircraft stands on cement by workers in yellow vests.	The workers are near an aircraft.	entailment
A couple of people in white sit in a subway car going through a bright orange station.	The people are going to work.	neutral
A horse or mule is pulling a man in a cart down a paved road.	A man is driving a pickup truck.	contradiction
People in costumes are walking around in the street.	People dressed in costumes are outdoors	entailment
A blond girl sits with her instrument looking off in the distance.	the girl is climbing a tree	contradiction
Two young girls in purple dresses by a body of water.	Children standing outside.	entailment
A dog that looks much like a coyote jumps into the air over a grassy field to catch a tennis ball.	A cat jumps to catch a tennis ball.	contradiction
A tall man with a bright colored coat looks down as he stands in a marketplace.	A tall man stands guard at a vault door.	contradiction
A woman wearing a bright yellow jacket and hat stands on a busy street while others walk by.	A woman is in front of a cozy fireplace in the library.	contradiction
A bricklayer smoothing out concrete.	Someone is smoothing concrete.	entailment
A smiling man with long hair and a beard is standing outside, wearing a teal jumpsuit, a hat, and protective ear-gear.	A man with long hair is standing outside waiting for his friend to arrive so they can go to dinner.	neutral
A blond-haired child squeezes paint onto a spinning wheel.	A great person squeezing	neutral
Many men on the back of a pick up truck going down a road.	A truck full of women is going down the road.	contradiction
A man wearing a helmet has his hand up in the air and is shouting in a similar way the crowd behind his doing.	two men sit contemplatively	contradiction
A man and two children sleeping.	The man is drinking a beer in a pub.	contradiction
a man points to a projected image of a Firefox page at a conference.	the man was showing a image	entailment
An aerial view is on the top of two women, one older, one younger, who seem to be making something to eat at a public showcase.	Two ladies watching a movie.	contradiction
Five children sitting on a set of steps that are located outside.	Several kids are standing outside near the stairway.	contradiction
"A man walks down the sidewalk in his baseball cap with a bag that reads, ""Earth in the Balance""."	The man in the baseball hat is carrying a tote bag.	neutral
A group, dressed in scuba gear, is sitting at the bottom of a pool.	People are at a pool .	entailment
Two teams of boys playing soccer and one boy is up in the air with the ball behind him.	A boy kicks the ball away from opponents at a soccer game.	neutral
The man and the woman are sitting at a table in a food court.	The man and woman are at a mall.	neutral
A man in a black shirt prepares to perform in front of a microphone.	A man is cooking at home.	contradiction
A young man demonstrating his prowess in the martial arts for his girlfriend as she sits on a concrete wall that is part of a general seating area.	His girlfriend is uninterested in his moves.	neutral
A dog plays on the beach.	A dog plays by water.	neutral
A man sitting next to tires in a showroom containing race cars lined up with hoods opened.	A man is sitting next to tires.	entailment
A man in a black jacket, burgundy shirt and blue jeans, walking past a newspaper vendor stand in a crowded subway station.	a boy wearing a jacket and jeans shuffles past a vendor in a busy train station	entailment
The little girl wearing blue jeans and a pink shirt is practicing hopping for the camera.	The little girl is demonstrating her special hopping trick.	neutral
Two young ladies review the pictures taken in their digital camera.	Two young ladies are running.	contradiction
Some people are walking on a walkway in front of a mural on the side of a building.	People are walking	entailment
Men playing a sport during a sunny day.	A bunch of guys are sitting around on a cloudy day.	contradiction
An older man is doing a karate pose.	a man sleeping on a couch	contradiction
Four people looking through a fence at something.	The people are all blind and hopping on pogo sticks.	contradiction
A group of laughing people on a red couch.	Someone has told a joke.	neutral
A Girl with long brown hair standing outside.	A girl has long light brown hair.	neutral
a man and woman cook in a kitchen painted red.	The people are cooking breakfast.	neutral
Three children are playing in sand near to the beach.	The children are building a sand castle.	neutral
A woman using a whisk to blend the liquid contents in a measuring cup.	The baker is icing the cake.	contradiction
A young man in a gray t-shirt, wearing glasses, is smearing something white on a colorful, decorated wall.	A man is smearing something on a wall.	entailment
A female swimmer wearing a swim cap and nose clips moves slowly through the water is seen from below.	A woman dives into water.	contradiction
A man in a black hat and blue shirt juggling.	A man is juggling	entailment
A ceremony with fired guns startles young children dressed in white and red.	A man uses a drill.	contradiction
Mixed crowd playing a board game.	A crowd of people play Monopoly.	neutral
Three young boys playing in the woods.	Three young boys play video games in their bedroom.	contradiction
A gut wearing a plaid shirt with a mustache selling fish at a market.	Man selling fresh caught seafood	neutral
A man in a black shirt and blue jeans crawls on a table.	A man wearing a black t-shirt.	neutral
A surfer rides out the green and white waves.	A surfer is in the water.	entailment
A woman enjoying some food with her thumb in her mouth.	Woman talking on telephone.	contradiction
A young women in a green shirt and blue shorts is walking past a man with a grocery card full of clothes.	the young women is wearing green shorts and a blue shirt	contradiction
Two baseball players with black caps and red uniforms are playing baseball.	The two baseball players are winning	neutral
There is snow on the ground and a bit on the roof of Adirondack Express.	The Adirondack Express and ground are covered in snow.	entailment
Three young girls are having fun, jumping and playing on the sidewalk.	The girls are playing hopscotch.	neutral
Man paddling in blue kayak in the water.	The man is sitting in the kayak.	entailment
People unloading goods from a truck.	The people are sitting outside, eating ribs.	contradiction
A young child dressed in a yellow plaid shirt and a blue hat, sits and stares out at the water.	The child would like to swim.	neutral
Two men having an intense discussion over drinks.	Two men discuss a poker debt.	neutral
A large group of youths in similar red and white outfits play musical instruments in a stadium.	the students are asleep	contradiction
Two men dressed in white shirts button down shirts, white hats, with blue scarves tied around their necks	They are going to church	neutral
A kerchief-wearing man is sweeping debris at an event.	The event is a prom.	neutral
A man talking to a family unit holding some sort of probing device as they look on and smile to be polite.	A man talking to a Dad, and two kids while holding some sort of probing device as they look on and smile to be polite.	neutral
A man with sunglasses is helping a child with sunglasses slide down a slide.	Two people on a slide.	entailment
An old man with a red scarf reading a newspaper on the subway.	The man is wearing a heavy coat.	neutral
little girl walking with purse and doll	The little girl is sitting.	contradiction
A group of children are playing on swings.	Some humans	entailment
A woman wearing a purple dress and black boots walks through a crowd drinking from a glass bottle.	The woman is drinking from a plastic bottle.	contradiction
A couple of african children are wearing balloon hats, and are gazing at something.	The children have part of their head covered by balloons.	entailment
A person sitting outside facing a mountain sitting on a bench.	A person is standing by a mountain.	contradiction
"A woman in a black shirt sitting behind a booth with a sign that reads ""Programmes & Ice Cream."	A woman sleeps on a couch.	contradiction
Two guys, one wearing a Hawks jersey and the other wearing a Bulls jersey, are playing basketball.	Two men are playing with a ball.	entailment
Little boy about 5 or 6 years old wearing dark blue, dripping wet in either a lake or river.	A young boy is swimming in a lake.	neutral
A surfer in a blue wetsuit catches a wave while spectators watch in the foreground.	A surfer is in a blue wetsuit	entailment
the little boy sitting next to the girl is covering his face with his hand.	A boy has accidentally said something he wasn't supposed to say.	neutral
Students attend a math lecture at university.	The young children are at the theater.	contradiction
A man taking a cellphone picture of a woman in white on a crowded street.	A woman takes a picture of a child.	contradiction
Two young boys play with a puzzle in a classroom.	Two friends are playing a puzzle at home with there parents	neutral
A black man with sunglasses on his head, wearing a brown apron with a knife in his hand looking at chopped up food.	A man with pink sunglasses looking at chopped up nuts.	neutral
People are upside-down on a roller coaster.	People on a roller coaster have their hands up.	neutral
A young girl dressed all in pink is standing on a fence and looking at a horse.	A young boy dressed all in pink is standing on a fence and looking at the penguins at the zoo.	contradiction
A woman eats while a dog sits next to her and a man.	A couple is sitting next to an animal.	entailment
A group of woman in red shirts are singing.	The group of women are playing musical instruments and dancing.	contradiction
A dentist patient is having his teeth looked at	The dentist is pulling out the patients teeth.	contradiction
Man in a camel colored jacket that is standing looking at the stone walkway.	Person is on a path.	entailment
A mother and a child are interacting in a retro-styled room.	The woman and the child are indoors.	entailment
A girl eats her food on the counter.	A girl eats food at a counter	entailment
A child is splashed by water in an indoor swimming pool.	A child is splashed by his father in the pool.	neutral
A peoples wearing all black clothes	The people are all wearing white clothes.	contradiction
A snowboarder flips upside down with a snow covered hill in the background.	Someone is snowboarding outside.	entailment
A young guy, probably in his early twenties, shows off his culinary skills with pride.	The guy is over the age of ten.	entailment
A dark-haired woman in a white dress adjusts her high heel as she stands beside a table with a white tablecloth and two chairs beside a body of water.	A woman is outdoors preparing to serve a party by the lake	neutral
female ballerina doing a pose up on her toes of foot in a large room with a red floor.	Male balerina eating a sandwich.	contradiction
Two women talk while working with dough in a commercial kitchen.	A tiger runs through the jungle.	contradiction
A sad looking dog sitting next to shrubs.	A sad dog sits beside some bushes.	entailment
A girls is jumping in the sand.	She is at the beach in her bathing suit.	neutral
A balding male in a yellow shirt sitting down, watching a crowd of people.	Nobody is sitting	contradiction
Six skimpily dressed cheerleaders with pompoms are standing at the game field sidelines during an outside event.	The cheerleaders are outside.	entailment
An asian girl is running outside.	A child is outdoors.	entailment
A man talking to other men while behind a camera on a tripod.	Men talking to each other	entailment
A large crowd of spectators and photographers stands behind a barrier while two police officers stand guard.	A mother opens the door to her son's room.	contradiction
Children playing soccer on a nice day.	They are in a soccer tournament.	neutral
Two women with black hair stand in front of plywood.	Two women picking up plywood to build a fort.	neutral
A girl is splashed with water as she plays outdoors with other children.	Siblings splashing their sister with water.	neutral
A black man in a blue shirt stands next to a black man in a red robe.	Two men in robes stand near each other.	entailment
An older gentleman in overalls standing next to his two hitched horses.	An old man and his farming horses.	neutral
Two men in had hats are on ladders working on a house.	Construction workers are fixing a roof.	neutral
Three men, two with white shirts who appear to be host to a Rodeo House, and the third man with the brown shirt rides a wild horse.	three men are pictured	entailment
A biker spins his bike in the air above the ground.	a woman is driving a car	contradiction
A woman standing in front of water and dry grass smiles.	The woman is sitting down.	contradiction
Two men in brown robes walk away from a columned building.	Two men were outdoors walking.	neutral
An elderly man is holding and looking at another man's hand.	The man holding his brother's hand.	neutral
A man in a superhero costume, complete with mask and cape, posing in a public venue with pedestrians around.	A man has a police costume.	contradiction
An elderly woman wearing a flower shirt patiently waits for the train to stop.	An elderly lady waiting for her train.	neutral
A smiling woman in a black suit is standing in front of an audience in a bookstore or library, holding a book and smiling at them.	The woman is smiling.	entailment
Construction is paused after steamroller flattens the ground.	Construction is ongoing	contradiction
a woman wearing sunglasses sits inside of a building with several other people looking outside.	The woman is not wearing glasses.	contradiction
Passengers on public transportation listening to music through portable devices.	The people are watching tv.	contradiction
Three lean, numbered, greyhounds race along a track.	The greyhounds are eating dog food.	contradiction
A brown dog playfully bites a white dog.	the dogs are together	entailment
Two black dogs are running in the grass together.	The dogs are outdoors.	entailment
A rainbow over buildings.	The rainbow is sleeping.	contradiction
Two asian women hug one another while smiling outside of a white Sports Utility Vehicle.	Asian women have just purchased a car.	neutral
A man with an olive green shirt and messy hair plays a colorful drum set.	A rock band is performing.	neutral
A little girl is licking a dinner plate and getting food all over her face.	Kids are running wild while eating	contradiction
Two men are in the woods one is looking at a log.	Two men are looking at a log.	entailment
Two dogs fighting in the street.	Two dogs are fighting over a piece of steak.	neutral
A man with a navy blue hat and plaid shirt delivers a file cabinet to a classroom	A filing cabinet arrives in the classroom.	entailment
A man in a blue shirt is walking and there is a blue bucket that can be seen.	The man is happy.	neutral
A young girl painting a picture.	A man is painting an interior room.	contradiction
people sitting at the park& others walking around a park.	People are sitting and walking around outdoors.	entailment
Three young men and a young woman wearing sneakers are leaping in midair at the top of a flight of concrete stairs.	Three guys and a girl leap in mid air on top of some stairs.	entailment
A brown dog playfully bites a white dog.	the dogs are wresting over a toy	neutral
Two men talking while in a crowded building.	Two men are smoking in the building.	contradiction
Here is a picture of a teacher talking on a microphone in his classroom.	The instructor speaks to the class with a microphone.	entailment
A young boy in a blue t-shirt looks through a microscope.	The boy is playing football	contradiction
An Asian woman and two men (one Asian and one white) are playing cards in the hallway of a train.	A group of people are on the subway	contradiction
A player on the white and blue team kicks a soccer ball toward his teammate while players on the red team watch.	Two soccer teams are playing a scrimmage	neutral
Two women wearing green shirts are getting off a tour bus.	Women are wearing green shirts.	entailment
A group of 5 people standing wearing name badges	A group of humans are standing.	entailment
A man in a black suit knocks his head with his fist as he puts his arm around a woman in a white strapless dress.	A man wearing a pink suit laying on the ground as a woman rides a bike near him.	contradiction
Cyclist at the start of a velodrome race.	The Bicyclist is at the beginning of the race.	entailment
Three men wearing red, white, and blue shirts, one of whom is plugging his ears, and all of whom are looking at something in the distance.	men wear red, whit eand blue	entailment
A brown and white dog with a black collar and gold tag licking the snow from its nose.	A dog licks the blood of another dog off of its nose.	contradiction
A girl in a white jacket is selling pastries out of a box.	A girl is selling pastries.	entailment
A bearded man in a penguin costume nears a man jogging by a water body.	A man is about to pull a prank on a jogger.	neutral
Two onlookers watch a young man as he gets ready to make a hit.	The young man is shooting a basketball.	contradiction
A rollerblading monk with some nice sunglasses prays before doing some sick tricks.	A man is praying	entailment
A man kite surfing creates a wave.	A man is surfing in the pacific ocean	neutral
A man tossing his son up in the air, but almost having him hit the ceiling.	A child is scared.	neutral
A woman in a long white dress and white boots is walking along a stone structure with white stone columns.	A woman in white is sleeping in her bed.	contradiction
Sweaty drummer in a Celtics jersey playing the drums.	The sweaty drummer is wearing a Blazers jersey.	contradiction
A little boy is playing ball in a slum-like area.	A little boy is outside.	entailment
A little boy is riding a dirt bike with the number seven on it going down a hill.	Appaloosa Pegasus does math.	contradiction
"A man wearing a black shirt is standing on top of a rock that says, ""life is short""."	A man is wearing a long sleeved shirt.	neutral
Two young men are sitting at a table, smiling and playing with eggs.	Two young men decorate gingerbread houses for Christmas.	contradiction
a guy hitting the puck in a game of hockey.	A man replaces a broken lightbulb.	contradiction
Professional bowler in mid throw.	A woman rolls a bowling ball on the last throw of what she hopes to be a perfect game.	neutral
A businessman sits in front of a computer with is head down and his fingers on the bridge of his nose.	Someone is in front of their computer.	entailment
A man puts away a table.	Man moves a table.	entailment
A man in a black suit sitting on the steps of a building.	The man is outside.	entailment
A black and a black dog are running side by side.	Two white dogs run next to each other	contradiction
Man and boy are swimming in a pool.	The people are drowning.	contradiction
A little white dog in running on the sidewalk.	Dog running away from its owners.	neutral
A man in black is juggling 3 flamed bottles.	A man is performing a skilled trick.	entailment
Two men are working so hard.	Two older women are talking to each other.	contradiction
A person in a yellow coat carrying a plastic bag of orange colored fruit.	This person is carrying bread home from the bakery.	contradiction
An elderly man opens a wine bottle while standing behind a bar.	An old women opens a wine bottle.	contradiction
Many people riding bikes on a path while another person is walking toward them.	Everyone is bicycling.	contradiction
Two groups of people crossing a street with no traffic, with multicolored multistory apartment buildings and a religious building in the background.	the people are inside the house	contradiction
Men with camels gather on a beach.	Men with camels gather indoors.	contradiction
A woman straddling a wall, while reading a book.	The woman takes a break from building a wall.	neutral
A girl in red standing on the sand while the girl in blue scratches her back while sitting on the sand.	the girl painted her barn blue	contradiction
A jogger running down the street.	The jogger is wearing red running gear.	neutral
A group of three females and one male dressed in costume	A group sewing a quilt.	contradiction
A young white man is climbing a mountain with a rope as a guide.	A person climbing	entailment
A shirtless boy and a boy in green and white are playing on a concrete surface by a small stage.	The two boys  were swimming	contradiction
Street vendor in Europe sells to several elderly people.	The person is buying fish in America.	contradiction
A native american indian playing a musical instrument on a stage.	A Native American is playing a concert.	entailment
A runner, number C103, in a race is wearing a green and white tank top and black shorts.	the runner is in a race	entailment
The magician is doing a magic trick.	The magician does a trick.	entailment
Two men work on a parking lot.	Some people working.	entailment
Little girl and buy inside of a church.	No children are at church.	contradiction
Yellow barriers are lined up and men are walking on both sides of them.	Men are walking	entailment
A man wearing a jersey with the number 13 on it is ready to bat at a ball while people in the stands look on.	the man is black	neutral
A fireman standing on top of a firetruck.	A woman drives a truck.	contradiction
a woman is showing two children something.	A woman is showing the kids something they don't need to see.	neutral
One dog chases another on the green grass.	Two dogs are sleeping on a porch.	contradiction
Children are playing monopoly together.	The children are playing monopoly	entailment
A skateboarder does a trick on a black and yellow striped ramp.	A MOTOCROSS RIDER IS JUMPING FROM A RAMP.	contradiction
A dog standing in shallow water on a red leash.	A dog esacaped from his owner is standing in some water.	neutral
Bearded man playing a game with toy soldiers, tanks and a dice with a soldier and a bomb painted on it.	A man with a beard plays with several military-related toys.	entailment
A few men resting on a boat docking area.	There are men on a boat.	entailment
Sea coastguards are in the blue waters again always ready to save lives.	Sea coastguards are on a boat and holding floatation devices.	neutral
Two women sit at a table in a room.	Two woman siy together.	entailment
A driver with a white helmet is sitting in a yellow race car.	A tall human sitting	neutral
A man takes a break after having a meal at McDonald's.	A man is eating at home in his kitchen.	contradiction
A blond-haired lady is sitting at a desk with a yellow map hanging on the wall.	A lady is doing paperwork at her desk.	neutral
Man in orange suit atop a power line.	A man in a green suit is working on the sewer.	contradiction
Man performing in front of an audience.	A magician does his act.	neutral
A black dog running in the grass.	The white dog is running.	contradiction
Several people are milling about outside a large off-white colored house with a terra cotta roof while someone in the distance takes their picture.	There is a house with no one outside of it.	contradiction
A colorful rickshaw with two patrons on the beach stopping at a coke kiosk.	The rickshaw is empty.	contradiction
Two girls dancing in traditional garb.	there are couple of females reading newspaper	contradiction
A woman sitting down with her stuff animal and candy apple.	A woman performs CPR on an unresponsive child near the water.	contradiction
A blond businessman in a suit walks on a sidewalk in a city.	A man is walking to work	neutral
A group of young people stand around waiting for something.	A group is shown waiting.	entailment
A darkly dressed jogger running towards an overpass on a sunny day.	A jogger was dancing on the highway.	contradiction
A girl in a white dress running.	a girl is running	entailment
A baby in a blue outfit, wrapped in a blanket, is sucking on her pacifier while laying down.	The baby is wrapped in a blue blanket	neutral
A hiker is posing in front of snowy mountains.	A stranger is taking the picture for a hiker	neutral
Three people sitting in a room together.	There are four people standing.	contradiction
A tall, thin, brunette girl wearing combat boots standing on a sidewalk.	A person wearing combat boots standing on a sidewalk.	neutral
The band is performing on the football field.	The marching band is doing a parade.	contradiction
There are many people in the street.	The park is full of people.	contradiction
A blond, Caucasian female, wearing a white business jacket, pink blouse, sitting at a table draped in hot pink tablecloth, writing on a piece of paper.	The person is sitting.	entailment
An older man is standing in front of a stack of metal pipes.	There is a stack of pipes.	entailment
a woman in a blue shirt is about to enter a tour train with other and the tour guide greets her.	A tour guide greets a female customer about to enter the train.	entailment
Three men in cold-weather styled clothing walking down a road.	Three men walking outdoors.	entailment
A group of people standing in front of a food truck.	A group of people in front of a food truck.	entailment
A man with a beer closes his eyes to smile.	A man is frowning with beer.	contradiction
Two girls in pink on trampoline, one sitting and one jumping	the girls are sleeping	contradiction
A barefooted woman in a white tank and blue shorts puts her feet in the water spray.	A women puts her feet in the water.	entailment
A man in a flowered bathing suit waterskies on one ski while being pulled by a rope.	A man is sleep.	contradiction
Two dogs playing in the water.	The dogs are in a lake.	neutral
A group of people standing in front of a food stamp buying food.	A group buys food at a Farmer's Market.	neutral
High fashion ladies wait outside a tram beside a crowd of people in the city.	Women are waiting by a tram.	entailment
A construction worker operates heavy machinery, presumably a crane.	A worker is eating lunch.	contradiction
Many people are crowding around a lady in a red shirt who is laying down hurt next to two bikes.	Some people will help her.	neutral
A boy jumping on a trampoline.	a trampoline is being jumped on	entailment
"A man is holding up a sign that reads ""Jobs with Justice""."	two men hold hands	contradiction
One man playing soccer while a person in the background watches.	One sad man playing soccer while a person in the background watches.	neutral
A girl wearing a yellow shirt playing with a busted pinata.	A boy is in the woods looking for his dog.	contradiction
A man wearing a red bicycle helmet is buried in fallen tree leaves with two young boys with playground equipment and trees with golden leaves in the background.	Nobody on a playground	contradiction
Someone dressed as Santa, Mrs. Claus, and two other people are riding in Santa's sleigh, pulled by a horse, through a snow covered city.	Two people dressed a Mickey and Minnie Mouse are walking down a street in sunny Florida.	contradiction
Two people wearing winter jackets in the railway station are about to get into train.	Two people are at a train station.	entailment
A crowd of people has gathered next to a field of colorful wildflowers.	A group of people are sitting on a plane	contradiction
Three people are sitting and resting.	Three dogs are sitting and resting.	contradiction
A man is seen coughing in a crowded street.	A man is doing laundry.	contradiction
The woman in the blue hat is cutting food.	A woman is using telepathy to cut food.	contradiction
Two white horses are pulling a carriage on a the street.	there is a carriage race	neutral
A young girl sits on the edge of a sink.	A little girl sits on a sink edge.	entailment
A woman and three children are jumping into a swimming pool.	A family is playing basketball.	contradiction
A dog chases a ball in the grass.	A dog is outside in the grass.	entailment
Girl with a gray tank top and black pants standing by a carnival ride.	The boy stood beside the carnival ride.	contradiction
a muzzled white dog is running on the grass.	The dog is outside chasing a cat.	neutral
Two construction workers taking a break; one is napping in a chair and the other is lying on boards from the work site.	One man is asleep and another is laying down at a worksite.	entailment
A child runs with a football.	A sad child runs with a football.	neutral
A woman speaking in front of a chevy malibu.	A woman stands in front of a car.	entailment
A chinese man wearing a traditional Chinese rice hat carries a balanced load across his shoulder with the use of a long stick.	A Chinese man is carrying a Sherman tank on his back.	contradiction
A man preparing a white volkswagen to be towed by a AAA certified tow-truck.	A truck is going to tow an illegally parked white volkswagon.	neutral
Two children running down a sand hill.	Two children carefully running down a sand dune.	neutral
A man is standing inside a subway train with his mouth wide open.	The man is yawning.	neutral
A man in formal wear is posing in front of a building.	the man is a farmer	neutral
A man hanging by a cable from the tower.	a guy is painting a picture	contradiction
A baby is sitting down with his mouth open.	A child is waiting to be fed.	neutral
two men who appear to be doing the same thing, but on a different scale of painting.	Two men are getting paint on their clothes.	neutral
Two women sitting at a table in a restaurant.	The women are running around.	contradiction
A elderly man holds a can behind his back as he strolls by a beautiful flower market.	A young man holds a can behind his back.	contradiction
A baby falls asleep on a blanket outside with his stuffed animal.	A child is being fed with his mother's breasts.	contradiction
People sitting in pews and walking around the inside of a cathedral.	People are in a cathedral.	entailment
Little boy dressed in blue wearing cleats.	A little boy is learning how to use cleats.	neutral
A little brown dog on the end of a leash who's owner is wearing a blue skirt and black flats.	a brown dog walks with its owner	entailment
A man with a Mohawk hairstyle wears a backpack at a college campus.	A man is on the college campus.	entailment
A person on a bmx bike, running a course.	A biker races over a dirt track.	entailment
A man with a yellow shirt and black hat is on a path in the wilderness.	A man is walking along a path	neutral
a man cooking food for a festival business in the city	A man serving food to festival goers.	neutral
A lady is sitting on a bench wearing sunglasses and holding a walking cane.	A girl is riding her bike.	contradiction
a black dog splashes in the water.	A dog likes water.	neutral
A man is singing and playing a guitar.	A man is in front of a mic.	neutral
A group of people in robes singling and playing instruments.	A group of kids playing on a playground.	contradiction
Two men in hard hats listen to a man in a dress shirt talk.	The man in the dress shirt is talking to two workers.	entailment
Two shirtless men, and a young man with a bicycle, watch passing bicycles.	There are 2 shirtless women.	contradiction
A woman in a house wearing jeans and a sweater, is pour a drink into a glass.	A woman in a house is pouring liquid into a cup	entailment
A row of birds is sitting in front of a gray cloud.	Birds are outside.	entailment
A man skis down the hill, spraying snow in the air, ski lifts in the background.	A woman skis down the hill, spraying snow in the air, ski lifts in the background.	contradiction
A cyclist in a red, yellow and black uniform, including a helmet is performing a trick on his bike.	The cyclist does many tricks.	neutral
A young boy, arms and legs splayed wide, is leaping into the water on a rocky shoreline.	A child is building a sand castle.	contradiction
A guy standing on a moving dirt bike while wearing blue, black and yellow.	the man is getting ready to jump off the dirt bike	neutral
Two girls in green hooded sweatshirts and aviator sunglasses have decals on their faces.	Two girls are showing their team spirit by having their faces painted.	neutral
A man in a navy blue jacket holding a tool in his dirty hand.	A man is working on a truck.	neutral
A black dog and a dog that is brown and white stand in the water.	Two dogs are in the water.	entailment
Older man standing next to a green, yellow and white taxi.	older man about to get into a taxi.	neutral
A group of women dressed as characters from star treck.	A group of women are are wearing swim suits that are solid black.	contradiction
One man is sitting on top of a school bus, while another man, wearing a matching shirt, is standing inside.	A dog catches a frisbee.	contradiction
People are eating in a restaurant.	There are people indoors.	entailment
A city square with a large red wall and people walking about.	Square people on a wall are red.	contradiction
A dog with its mouth open running through a field torwards the camera.	A dog is running outside.	entailment
Young men wave flags in a crowd outside of a glassy building.	The men are playing checkers in the shade at the park.	contradiction
Two women are sitting and talking.	Two women are talking while they sit together.	entailment
Young girl with a pink barrette in her hair playing the violin.	The girl is playing the violin.	entailment
This is a you boy with a skateboard	There is a girl riding her skateboard.	contradiction
Three women in bright colors and headdresses are holding love message cards.	Some man is on the ground.	contradiction
The blue jersey softball player is sliding on to base kicking up sand, while the red jersey softball player is trying to tag her out.	old friends are playing together	neutral
The young couple are enjoying something to drink.	the young couple drink milk.	neutral
A group of formally dressed coeds are dancing in a colorfully lit room.	Two girls in sweatshirts and sweatpants are dancing alone.	contradiction
A teenager hurtling over lawn chairs in a yard.	There are chairs.	entailment
A shirtless man in gray pants works at a conveyor belt beside a blue tarp on a boat which is surrounded by gray water.	A fisherman in the middle of a long shift.	neutral
There is a group of five men in dark blue outfits and one is playing an accordion.	A lot of tall men	neutral
A black man sits at a sewing machine on the sidewalk in front of a home, working on a project of some sort.	A man is outside.	entailment
Four people are riding in a bright orange boat wearing life vests and white helmets.	Some people are in an inflatable raft.	neutral
A band consisting of a guitar payer, banjo player, and accordion player, performs as a group of middle-aged people dance on the dance floor.	The band is performing for a crowd.	neutral
Men stand at the edge of a large hole in the street as cement is poured into the hole.	Men standing near the hole.	neutral
A man in a colorful shirt speaks at a microphone.	A person's voice is amplified.	entailment
Two people are swimming in a pool with a ball.	people swimming with ball	neutral
A small and gray dog chases a large bull who is jumping away from it.	There are dogs chasing each other.	contradiction
An elderly nun handles knit items.	The nun is handling the situation of being a nun.	contradiction
Man in a blue coat holding a sign.	The man is holding a sign for his job.	neutral
Man in blue shirt is having a conversation with the man in the jacket.	A man is hiding from another man whose in a jacket.	contradiction
A crowd of people watch a street performer do a trick with a fancy pogo stick.	A crowd of people outside.	entailment
